id,season,city,date,home_team,away_team,toss_winner,toss_decision,venue,weight_home,weight_away,totMatch_home,totMatch_away,playerPtsSum_home,playerPtsSum_away,winner
209,2011,Bangalore,29-04-2011,RCB,PW,PW,field,M Chinnaswamy Stadium,108.5625,93.35714286,16,14,1737,1307,home
210,2011,Kochi,30-04-2011,DD,KTK,DD,bat,Nehru Stadium,96.42857143,95.57142857,14,14,1350,1338,home
211,2011,Kolkata,30-04-2011,KXIP,KKR,KKR,field,Eden Gardens,116,102.7333333,14,15,1624,1541,away
212,2011,Jaipur,01-05-2011,PW,RR,RR,field,Sawai Mansingh Stadium,93.35714286,91.38461538,14,13,1307,1188,away
213,2011,Chennai,01-05-2011,CSK,DC,CSK,bat,"MA Chidambaram Stadium, Chepauk",110.8125,115.5,16,14,1773,1617,home
214,2011,Mumbai,02-05-2011,MI,KXIP,KXIP,field,Wankhede Stadium,101.125,116,16,14,1618,1624,home
215,2011,Delhi,02-05-2011,DD,KTK,KTK,field,Feroz Shah Kotla,96.42857143,95.57142857,14,14,1350,1338,away
216,2011,Hyderabad,03-05-2011,KKR,DC,DC,field,"Rajiv Gandhi International Stadium, Uppal",102.7333333,115.5,15,14,1541,1617,home
217,2011,Chennai,04-05-2011,RR,CSK,RR,bat,"MA Chidambaram Stadium, Chepauk",91.38461538,110.8125,13,16,1188,1773,away
218,2011,Mumbai,04-05-2011,MI,PW,PW,field,Dr DY Patil Sports Academy,101.125,93.35714286,16,14,1618,1307,home
219,2011,Kochi,05-05-2011,KTK,KKR,KKR,field,Nehru Stadium,95.57142857,102.7333333,14,15,1338,1541,home
220,2011,Hyderabad,05-05-2011,DC,DD,DD,field,"Rajiv Gandhi International Stadium, Uppal",115.5,96.42857143,14,14,1617,1350,away
221,2011,Bangalore,06-05-2011,RCB,KXIP,KXIP,field,M Chinnaswamy Stadium,108.5625,116,16,14,1737,1624,home
222,2011,Kolkata,07-05-2011,CSK,KKR,CSK,bat,Eden Gardens,110.8125,102.7333333,16,15,1773,1541,away
223,2011,Mumbai,07-05-2011,MI,DD,DD,field,Wankhede Stadium,101.125,96.42857143,16,14,1618,1350,home
224,2011,Bangalore,08-05-2011,KTK,RCB,KTK,bat,M Chinnaswamy Stadium,95.57142857,108.5625,14,16,1338,1737,away
225,2011,Chandigarh,08-05-2011,KXIP,PW,KXIP,bat,"Punjab Cricket Association Stadium, Mohali",116,93.35714286,14,14,1624,1307,away
226,2011,Jaipur,09-05-2011,CSK,RR,RR,field,Sawai Mansingh Stadium,110.8125,91.38461538,16,13,1773,1188,home
227,2011,Hyderabad,10-05-2011,DC,PW,DC,bat,"Rajiv Gandhi International Stadium, Uppal",115.5,93.35714286,14,14,1617,1307,away
228,2011,Chandigarh,10-05-2011,KXIP,MI,MI,field,"Punjab Cricket Association Stadium, Mohali",116,101.125,14,16,1624,1618,home
229,2011,Jaipur,11-05-2011,RR,RCB,RCB,field,Sawai Mansingh Stadium,91.38461538,108.5625,13,16,1188,1737,away
230,2011,Chennai,12-05-2011,CSK,DD,CSK,bat,"MA Chidambaram Stadium, Chepauk",110.8125,96.42857143,16,14,1773,1350,home
231,2011,Indore,13-05-2011,KTK,KXIP,KXIP,field,Holkar Cricket Stadium,95.57142857,116,14,14,1338,1624,away
232,2011,Bangalore,14-05-2011,KKR,RCB,RCB,field,M Chinnaswamy Stadium,102.7333333,108.5625,15,16,1541,1737,away
233,2011,Mumbai,14-05-2011,DC,MI,DC,bat,Wankhede Stadium,115.5,101.125,14,16,1617,1618,home
234,2011,Dharamsala,15-05-2011,KXIP,DD,DD,field,Himachal Pradesh Cricket Association Stadium,116,96.42857143,14,14,1624,1350,home
235,2011,Indore,15-05-2011,RR,KTK,KTK,field,Holkar Cricket Stadium,91.38461538,95.57142857,13,14,1188,1338,away
236,2011,Mumbai,16-05-2011,PW,DC,DC,field,Dr DY Patil Sports Academy,93.35714286,115.5,14,14,1307,1617,away
237,2011,Dharamsala,17-05-2011,KXIP,RCB,KXIP,bat,Himachal Pradesh Cricket Association Stadium,116,108.5625,14,16,1624,1737,home
238,2011,Chennai,18-05-2011,CSK,KTK,CSK,bat,"MA Chidambaram Stadium, Chepauk",110.8125,95.57142857,16,14,1773,1338,home
239,2011,Mumbai,19-05-2011,PW,KKR,KKR,field,Dr DY Patil Sports Academy,93.35714286,102.7333333,14,15,1307,1541,away
240,2011,Mumbai,20-05-2011,MI,RR,MI,bat,Wankhede Stadium,101.125,91.38461538,16,13,1618,1188,away
241,2011,Dharamsala,21-05-2011,DC,KXIP,KXIP,field,Himachal Pradesh Cricket Association Stadium,115.5,116,14,14,1617,1624,home
242,2011,Delhi,21-05-2011,DD,PW,DD,bat,Feroz Shah Kotla,96.42857143,93.35714286,14,14,1350,1307,
243,2011,Bangalore,22-05-2011,CSK,RCB,RCB,field,M Chinnaswamy Stadium,110.8125,108.5625,16,16,1773,1737,away
244,2011,Kolkata,22-05-2011,KKR,MI,MI,field,Eden Gardens,102.7333333,101.125,15,16,1541,1618,away
245,2011,Mumbai,24-05-2011,RCB,CSK,CSK,field,Wankhede Stadium,108.5625,110.8125,16,16,1737,1773,away
246,2011,Mumbai,25-05-2011,KKR,MI,MI,field,Wankhede Stadium,102.7333333,101.125,15,16,1541,1618,away
247,2011,Chennai,27-05-2011,RCB,MI,MI,field,"MA Chidambaram Stadium, Chepauk",108.5625,101.125,16,16,1737,1618,home
248,2011,Chennai,28-05-2011,CSK,RCB,CSK,bat,"MA Chidambaram Stadium, Chepauk",110.8125,108.5625,16,16,1773,1737,home
249,2012,Chennai,04-04-2012,CSK,MI,MI,field,"MA Chidambaram Stadium, Chepauk",103.6111111,103.4117647,18,17,1865,1758,away
250,2012,Kolkata,05-04-2012,KKR,DD,DD,field,Eden Gardens,93.76470588,90.33333333,17,18,1594,1626,away
251,2012,Mumbai,06-04-2012,PW,MI,MI,field,Wankhede Stadium,75.8125,103.4117647,16,17,1213,1758,home
252,2012,Jaipur,06-04-2012,RR,KXIP,KXIP,field,Sawai Mansingh Stadium,84.6875,98.5,16,16,1355,1576,home
253,2012,Bangalore,07-04-2012,RCB,DD,DD,field,M Chinnaswamy Stadium,114.7333333,90.33333333,15,18,1721,1626,home
254,2012,Visakhapatnam,07-04-2012,CSK,DC,DC,field,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,103.6111111,98.46666667,18,15,1865,1477,home
255,2012,Jaipur,08-04-2012,RR,KKR,KKR,field,Sawai Mansingh Stadium,84.6875,93.76470588,16,17,1355,1594,home
256,2012,Pune,08-04-2012,PW,KXIP,PW,bat,Subrata Roy Sahara Stadium,75.8125,98.5,16,16,1213,1576,home
257,2012,Visakhapatnam,09-04-2012,DC,MI,DC,bat,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,98.46666667,103.4117647,15,17,1477,1758,away
258,2012,Bangalore,10-04-2012,KKR,RCB,RCB,field,M Chinnaswamy Stadium,93.76470588,114.7333333,17,15,1594,1721,home
259,2012,Delhi,10-04-2012,CSK,DD,DD,field,Feroz Shah Kotla,103.6111111,90.33333333,18,18,1865,1626,away
260,2012,Mumbai,11-04-2012,MI,RR,RR,field,Wankhede Stadium,103.4117647,84.6875,17,16,1758,1355,home
261,2012,Chennai,12-04-2012,RCB,CSK,RCB,bat,"MA Chidambaram Stadium, Chepauk",114.7333333,103.6111111,15,18,1721,1865,away
262,2012,Chandigarh,12-04-2012,PW,KXIP,KXIP,field,"Punjab Cricket Association Stadium, Mohali",75.8125,98.5,16,16,1213,1576,away
263,2012,Kolkata,13-04-2012,RR,KKR,RR,bat,Eden Gardens,84.6875,93.76470588,16,17,1355,1594,away
264,2012,Delhi,19-04-2012,DC,DD,DC,bat,Feroz Shah Kotla,98.46666667,90.33333333,15,18,1477,1626,away
265,2012,Pune,14-04-2012,CSK,PW,CSK,bat,Subrata Roy Sahara Stadium,103.6111111,75.8125,18,16,1865,1213,away
266,2012,Kolkata,15-04-2012,KXIP,KKR,KKR,field,Eden Gardens,98.5,93.76470588,16,17,1576,1594,home
267,2012,Bangalore,15-04-2012,RR,RCB,RR,bat,M Chinnaswamy Stadium,84.6875,114.7333333,16,15,1355,1721,home
268,2012,Mumbai,16-04-2012,MI,DD,DD,field,Wankhede Stadium,103.4117647,90.33333333,17,18,1758,1626,away
269,2012,Jaipur,17-04-2012,DC,RR,DC,bat,Sawai Mansingh Stadium,98.46666667,84.6875,15,16,1477,1355,away
270,2012,Bangalore,17-04-2012,PW,RCB,PW,bat,M Chinnaswamy Stadium,75.8125,114.7333333,16,15,1213,1721,away
271,2012,Chandigarh,18-04-2012,KXIP,KKR,KXIP,bat,"Punjab Cricket Association Stadium, Mohali",98.5,93.76470588,16,17,1576,1594,away
272,2012,Hyderabad,10-05-2012,DC,DD,DC,bat,"Rajiv Gandhi International Stadium, Uppal",98.46666667,90.33333333,15,18,1477,1626,away
273,2012,Chennai,19-04-2012,CSK,PW,PW,field,"MA Chidambaram Stadium, Chepauk",103.6111111,75.8125,18,16,1865,1213,home
274,2012,Chandigarh,20-04-2012,KXIP,RCB,RCB,field,"Punjab Cricket Association Stadium, Mohali",98.5,114.7333333,16,15,1576,1721,away
275,2012,Chennai,21-04-2012,RR,CSK,RR,bat,"MA Chidambaram Stadium, Chepauk",84.6875,103.6111111,16,18,1355,1865,away
276,2012,Delhi,21-04-2012,PW,DD,DD,field,Feroz Shah Kotla,75.8125,90.33333333,16,18,1213,1626,home
277,2012,Mumbai,22-04-2012,MI,KXIP,MI,bat,Wankhede Stadium,103.4117647,98.5,17,16,1758,1576,away
278,2012,Cuttack,22-04-2012,DC,KKR,KKR,field,Barabati Stadium,98.46666667,93.76470588,15,17,1477,1594,away
279,2012,Jaipur,23-04-2012,RCB,RR,RR,field,Sawai Mansingh Stadium,114.7333333,84.6875,15,16,1721,1355,home
280,2012,Pune,24-04-2012,PW,DD,PW,bat,Subrata Roy Sahara Stadium,75.8125,90.33333333,16,18,1213,1626,away
281,2012,Chandigarh,25-04-2012,KXIP,MI,KXIP,bat,"Punjab Cricket Association Stadium, Mohali",98.5,103.4117647,16,17,1576,1758,away
282,2012,Pune,26-04-2012,DC,PW,DC,bat,Subrata Roy Sahara Stadium,98.46666667,75.8125,15,16,1477,1213,home
283,2012,Delhi,27-04-2012,DD,MI,MI,field,Feroz Shah Kotla,90.33333333,103.4117647,18,17,1626,1758,home
284,2012,Chennai,28-04-2012,KXIP,CSK,KXIP,bat,"MA Chidambaram Stadium, Chepauk",98.5,103.6111111,16,18,1576,1865,home
285,2012,Kolkata,28-04-2012,KKR,RCB,KKR,bat,Eden Gardens,93.76470588,114.7333333,17,15,1594,1721,home
286,2012,Delhi,29-04-2012,DD,RR,DD,bat,Feroz Shah Kotla,90.33333333,84.6875,18,16,1626,1355,home
287,2012,Mumbai,29-04-2012,DC,MI,MI,field,Wankhede Stadium,98.46666667,103.4117647,15,17,1477,1758,away
288,2012,Chennai,30-04-2012,CSK,KKR,CSK,bat,"MA Chidambaram Stadium, Chepauk",103.6111111,93.76470588,18,17,1865,1594,away
289,2012,Cuttack,01-05-2012,DC,PW,DC,bat,Barabati Stadium,98.46666667,75.8125,15,16,1477,1213,home
290,2012,Jaipur,01-05-2012,RR,DD,RR,bat,Sawai Mansingh Stadium,84.6875,90.33333333,16,18,1355,1626,away
291,2012,Bangalore,02-05-2012,RCB,KXIP,KXIP,field,M Chinnaswamy Stadium,114.7333333,98.5,15,16,1721,1576,away
292,2012,Pune,03-05-2012,MI,PW,MI,bat,Subrata Roy Sahara Stadium,103.4117647,75.8125,17,16,1758,1213,home
293,2012,Chennai,04-05-2012,CSK,DC,CSK,bat,"MA Chidambaram Stadium, Chepauk",103.6111111,98.46666667,18,15,1865,1477,home
294,2012,Kolkata,05-05-2012,KKR,PW,KKR,bat,Eden Gardens,93.76470588,75.8125,17,16,1594,1213,home
295,2012,Chandigarh,05-05-2012,RR,KXIP,RR,bat,"Punjab Cricket Association Stadium, Mohali",84.6875,98.5,16,16,1355,1576,home
296,2012,Mumbai,06-05-2012,CSK,MI,MI,field,Wankhede Stadium,103.6111111,103.4117647,18,17,1865,1758,away
297,2012,Bangalore,06-05-2012,DC,RCB,RCB,field,M Chinnaswamy Stadium,98.46666667,114.7333333,15,15,1477,1721,away
298,2012,Delhi,07-05-2012,DD,KKR,DD,bat,Feroz Shah Kotla,90.33333333,93.76470588,18,17,1626,1594,away
299,2012,Pune,08-05-2012,PW,RR,PW,bat,Subrata Roy Sahara Stadium,75.8125,84.6875,16,16,1213,1355,away
300,2012,Hyderabad,08-05-2012,KXIP,DC,DC,field,"Rajiv Gandhi International Stadium, Uppal",98.5,98.46666667,16,15,1576,1477,home
301,2012,Mumbai,09-05-2012,MI,RCB,RCB,field,Wankhede Stadium,103.4117647,114.7333333,17,15,1758,1721,away
302,2012,Jaipur,10-05-2012,RR,CSK,CSK,field,Sawai Mansingh Stadium,84.6875,103.6111111,16,18,1355,1865,away
303,2012,Pune,11-05-2012,RCB,PW,PW,field,Subrata Roy Sahara Stadium,114.7333333,75.8125,15,16,1721,1213,home
304,2012,Kolkata,12-05-2012,MI,KKR,MI,bat,Eden Gardens,103.4117647,93.76470588,17,17,1758,1594,home
305,2012,Chennai,12-05-2012,DD,CSK,CSK,field,"MA Chidambaram Stadium, Chepauk",90.33333333,103.6111111,18,18,1626,1865,away
306,2012,Jaipur,13-05-2012,RR,PW,RR,bat,Sawai Mansingh Stadium,84.6875,75.8125,16,16,1355,1213,home
307,2012,Chandigarh,13-05-2012,DC,KXIP,DC,bat,"Punjab Cricket Association Stadium, Mohali",98.46666667,98.5,15,16,1477,1576,away
308,2012,Bangalore,14-05-2012,RCB,MI,MI,field,M Chinnaswamy Stadium,114.7333333,103.4117647,15,17,1721,1758,away
309,2012,Kolkata,14-05-2012,KKR,CSK,CSK,field,Eden Gardens,93.76470588,103.6111111,17,18,1594,1865,away
310,2012,Delhi,15-05-2012,KXIP,DD,KXIP,bat,Feroz Shah Kotla,98.5,90.33333333,16,18,1576,1626,away
311,2012,Mumbai,16-05-2012,KKR,MI,MI,field,Wankhede Stadium,93.76470588,103.4117647,17,17,1594,1758,home
312,2012,Dharamsala,17-05-2012,CSK,KXIP,KXIP,field,Himachal Pradesh Cricket Association Stadium,103.6111111,98.5,18,16,1865,1576,away
313,2012,Delhi,17-05-2012,RCB,DD,DD,field,Feroz Shah Kotla,114.7333333,90.33333333,15,18,1721,1626,home
314,2012,Hyderabad,18-05-2012,RR,DC,RR,bat,"Rajiv Gandhi International Stadium, Uppal",84.6875,98.46666667,16,15,1355,1477,away
315,2012,Dharamsala,19-05-2012,KXIP,DD,DD,field,Himachal Pradesh Cricket Association Stadium,98.5,90.33333333,16,18,1576,1626,away
316,2012,Pune,19-05-2012,KKR,PW,KKR,bat,Subrata Roy Sahara Stadium,93.76470588,75.8125,17,16,1594,1213,home
317,2012,Hyderabad,20-05-2012,DC,RCB,RCB,field,"Rajiv Gandhi International Stadium, Uppal",98.46666667,114.7333333,15,15,1477,1721,home
318,2012,Jaipur,20-05-2012,RR,MI,RR,bat,Sawai Mansingh Stadium,84.6875,103.4117647,16,17,1355,1758,away
319,2012,Pune,22-05-2012,KKR,DD,KKR,bat,Subrata Roy Sahara Stadium,93.76470588,90.33333333,17,18,1594,1626,home
320,2012,Bangalore,23-05-2012,CSK,MI,MI,field,M Chinnaswamy Stadium,103.6111111,103.4117647,18,17,1865,1758,home
321,2012,Chennai,25-05-2012,CSK,DD,DD,field,"MA Chidambaram Stadium, Chepauk",103.6111111,90.33333333,18,18,1865,1626,home
322,2012,Chennai,27-05-2012,CSK,KKR,CSK,bat,"MA Chidambaram Stadium, Chepauk",103.6111111,93.76470588,18,17,1865,1594,away
323,2013,Kolkata,03-04-2013,DD,KKR,KKR,field,Eden Gardens,90.8125,101.1875,16,16,1453,1619,away
324,2013,Bangalore,04-04-2013,RCB,MI,MI,field,M Chinnaswamy Stadium,112.9375,117.1578947,16,19,1807,2226,home
325,2013,Hyderabad,05-04-2013,SH,PW,PW,field,"Rajiv Gandhi International Stadium, Uppal",110.7647059,90.375,17,16,1883,1446,home
326,2013,Delhi,06-04-2013,RR,DD,RR,bat,Feroz Shah Kotla,109.2777778,90.8125,18,16,1967,1453,home
327,2013,Chennai,06-04-2013,MI,CSK,MI,bat,"MA Chidambaram Stadium, Chepauk",117.1578947,117.2777778,19,18,2226,2111,home
328,2013,Pune,07-04-2013,PW,KXIP,PW,bat,Subrata Roy Sahara Stadium,90.375,94.25,16,16,1446,1508,away
329,2013,Hyderabad,07-04-2013,RCB,SH,RCB,bat,"Rajiv Gandhi International Stadium, Uppal",112.9375,110.7647059,16,17,1807,1883,away
330,2013,Jaipur,08-04-2013,RR,KKR,KKR,field,Sawai Mansingh Stadium,109.2777778,101.1875,18,16,1967,1619,home
331,2013,Mumbai,09-04-2013,MI,DD,MI,bat,Wankhede Stadium,117.1578947,90.8125,19,16,2226,1453,home
332,2013,Chandigarh,10-04-2013,KXIP,CSK,CSK,field,"Punjab Cricket Association Stadium, Mohali",94.25,117.2777778,16,18,1508,2111,away
333,2013,Bangalore,11-04-2013,KKR,RCB,RCB,field,M Chinnaswamy Stadium,101.1875,112.9375,16,16,1619,1807,away
334,2013,Pune,11-04-2013,RR,PW,RR,bat,Subrata Roy Sahara Stadium,109.2777778,90.375,18,16,1967,1446,away
335,2013,Delhi,12-04-2013,DD,SH,DD,bat,Feroz Shah Kotla,90.8125,110.7647059,16,17,1453,1883,away
336,2013,Mumbai,13-04-2013,MI,PW,MI,bat,Wankhede Stadium,117.1578947,90.375,19,16,2226,1446,home
337,2013,Chennai,13-04-2013,RCB,CSK,CSK,field,"MA Chidambaram Stadium, Chepauk",112.9375,117.2777778,16,18,1807,2111,away
338,2013,Kolkata,14-04-2013,KKR,SH,KKR,bat,Eden Gardens,101.1875,110.7647059,16,17,1619,1883,home
339,2013,Jaipur,14-04-2013,KXIP,RR,RR,field,Sawai Mansingh Stadium,94.25,109.2777778,16,18,1508,1967,away
340,2013,Chennai,15-04-2013,PW,CSK,PW,bat,"MA Chidambaram Stadium, Chepauk",90.375,117.2777778,16,18,1446,2111,home
341,2013,Chandigarh,16-04-2013,KXIP,KKR,KKR,field,"Punjab Cricket Association Stadium, Mohali",94.25,101.1875,16,16,1508,1619,home
342,2013,Bangalore,16-04-2013,DD,RCB,RCB,field,M Chinnaswamy Stadium,90.8125,112.9375,16,16,1453,1807,away
343,2013,Pune,17-04-2013,SH,PW,PW,field,Subrata Roy Sahara Stadium,110.7647059,90.375,17,16,1883,1446,home
344,2013,Jaipur,17-04-2013,RR,MI,RR,bat,Sawai Mansingh Stadium,109.2777778,117.1578947,18,19,1967,2226,home
345,2013,Delhi,18-04-2013,CSK,DD,CSK,bat,Feroz Shah Kotla,117.2777778,90.8125,18,16,2111,1453,home
346,2013,Hyderabad,19-04-2013,KXIP,SH,KXIP,bat,"Rajiv Gandhi International Stadium, Uppal",94.25,110.7647059,16,17,1508,1883,away
347,2013,Kolkata,20-04-2013,KKR,CSK,KKR,bat,Eden Gardens,101.1875,117.2777778,16,18,1619,2111,away
348,2013,Bangalore,20-04-2013,RR,RCB,RCB,field,M Chinnaswamy Stadium,109.2777778,112.9375,18,16,1967,1807,away
349,2013,Delhi,21-04-2013,MI,DD,MI,bat,Feroz Shah Kotla,117.1578947,90.8125,19,16,2226,1453,away
350,2013,Chandigarh,21-04-2013,PW,KXIP,KXIP,field,"Punjab Cricket Association Stadium, Mohali",90.375,94.25,16,16,1446,1508,away
351,2013,Chennai,22-04-2013,RR,CSK,RR,bat,"MA Chidambaram Stadium, Chepauk",109.2777778,117.2777778,18,18,1967,2111,away
352,2013,Bangalore,23-04-2013,RCB,PW,PW,field,M Chinnaswamy Stadium,112.9375,90.375,16,16,1807,1446,home
353,2013,Dharamsala,16-05-2013,KXIP,DD,DD,field,Himachal Pradesh Cricket Association Stadium,94.25,90.8125,16,16,1508,1453,home
354,2013,Kolkata,24-04-2013,KKR,MI,KKR,bat,Eden Gardens,101.1875,117.1578947,16,19,1619,2226,away
355,2013,Chennai,25-04-2013,SH,CSK,SH,bat,"MA Chidambaram Stadium, Chepauk",110.7647059,117.2777778,17,18,1883,2111,away
356,2013,Kolkata,26-04-2013,KXIP,KKR,KXIP,bat,Eden Gardens,94.25,101.1875,16,16,1508,1619,away
357,2013,Jaipur,27-04-2013,SH,RR,SH,bat,Sawai Mansingh Stadium,110.7647059,109.2777778,17,18,1883,1967,away
358,2013,Mumbai,27-04-2013,MI,RCB,MI,bat,Wankhede Stadium,117.1578947,112.9375,19,16,2226,1807,home
359,2013,Chennai,28-04-2013,CSK,KKR,KKR,field,"MA Chidambaram Stadium, Chepauk",117.2777778,101.1875,18,16,2111,1619,home
360,2013,Raipur,28-04-2013,DD,PW,PW,field,Shaheed Veer Narayan Singh International Stadium,90.8125,90.375,16,16,1453,1446,home
361,2013,Jaipur,29-04-2013,RCB,RR,RR,field,Sawai Mansingh Stadium,112.9375,109.2777778,16,18,1807,1967,away
362,2013,Mumbai,29-04-2013,MI,KXIP,MI,bat,Wankhede Stadium,117.1578947,94.25,19,16,2226,1508,home
363,2013,Pune,30-04-2013,CSK,PW,CSK,bat,Subrata Roy Sahara Stadium,117.2777778,90.375,18,16,2111,1446,home
364,2013,Hyderabad,01-05-2013,MI,SH,MI,bat,"Rajiv Gandhi International Stadium, Uppal",117.1578947,110.7647059,19,17,2226,1883,away
365,2013,Raipur,01-05-2013,KKR,DD,KKR,bat,Shaheed Veer Narayan Singh International Stadium,101.1875,90.8125,16,16,1619,1453,away
366,2013,Chennai,02-05-2013,CSK,KXIP,CSK,bat,"MA Chidambaram Stadium, Chepauk",117.2777778,94.25,18,16,2111,1508,home
367,2013,Pune,02-05-2013,RCB,PW,RCB,bat,Subrata Roy Sahara Stadium,112.9375,90.375,16,16,1807,1446,home
368,2013,Kolkata,03-05-2013,RR,KKR,RR,bat,Eden Gardens,109.2777778,101.1875,18,16,1967,1619,away
369,2013,Hyderabad,04-05-2013,DD,SH,DD,bat,"Rajiv Gandhi International Stadium, Uppal",90.8125,110.7647059,16,17,1453,1883,away
370,2013,Bangalore,14-05-2013,RCB,KXIP,KXIP,field,M Chinnaswamy Stadium,112.9375,94.25,16,16,1807,1508,away
371,2013,Mumbai,05-05-2013,MI,CSK,MI,bat,Wankhede Stadium,117.1578947,117.2777778,19,18,2226,2111,home
372,2013,Jaipur,05-05-2013,PW,RR,PW,bat,Sawai Mansingh Stadium,90.375,109.2777778,16,18,1446,1967,away
373,2013,Bangalore,09-04-2013,SH,RCB,SH,bat,M Chinnaswamy Stadium,110.7647059,112.9375,17,16,1883,1807,away
374,2013,Jaipur,07-05-2013,DD,RR,DD,bat,Sawai Mansingh Stadium,90.8125,109.2777778,16,18,1453,1967,away
375,2013,Mumbai,07-05-2013,MI,KKR,MI,bat,Wankhede Stadium,117.1578947,101.1875,19,16,2226,1619,home
376,2013,Hyderabad,08-05-2013,CSK,SH,SH,field,"Rajiv Gandhi International Stadium, Uppal",117.2777778,110.7647059,18,17,2111,1883,home
377,2013,Chandigarh,09-05-2013,KXIP,RR,RR,field,"Punjab Cricket Association Stadium, Mohali",94.25,109.2777778,16,18,1508,1967,away
378,2013,Pune,09-05-2013,KKR,PW,KKR,bat,Subrata Roy Sahara Stadium,101.1875,90.375,16,16,1619,1446,home
379,2013,Delhi,10-05-2013,RCB,DD,DD,field,Feroz Shah Kotla,112.9375,90.8125,16,16,1807,1453,home
380,2013,Pune,11-05-2013,PW,MI,PW,bat,Subrata Roy Sahara Stadium,90.375,117.1578947,16,19,1446,2226,away
381,2013,Chandigarh,11-05-2013,SH,KXIP,KXIP,field,"Punjab Cricket Association Stadium, Mohali",110.7647059,94.25,17,16,1883,1508,home
382,2013,Ranchi,12-05-2013,RCB,KKR,KKR,field,JSCA International Stadium Complex,112.9375,101.1875,16,16,1807,1619,away
383,2013,Jaipur,12-05-2013,CSK,RR,RR,field,Sawai Mansingh Stadium,117.2777778,109.2777778,18,18,2111,1967,away
384,2013,Delhi,23-04-2013,DD,KXIP,KXIP,field,Feroz Shah Kotla,90.8125,94.25,16,16,1453,1508,away
385,2013,Mumbai,13-05-2013,SH,MI,SH,bat,Wankhede Stadium,110.7647059,117.1578947,17,19,1883,2226,away
386,2013,Ranchi,15-05-2013,PW,KKR,KKR,field,JSCA International Stadium Complex,90.375,101.1875,16,16,1446,1619,home
387,2013,Chennai,14-05-2013,CSK,DD,CSK,bat,"MA Chidambaram Stadium, Chepauk",117.2777778,90.8125,18,16,2111,1453,home
388,2013,Mumbai,15-05-2013,MI,RR,RR,field,Wankhede Stadium,117.1578947,109.2777778,19,18,2226,1967,home
389,2013,Chandigarh,06-05-2013,RCB,KXIP,KXIP,field,"Punjab Cricket Association Stadium, Mohali",112.9375,94.25,16,16,1807,1508,away
390,2013,Hyderabad,17-05-2013,SH,RR,SH,bat,"Rajiv Gandhi International Stadium, Uppal",110.7647059,109.2777778,17,18,1883,1967,home
391,2013,Dharamsala,18-05-2013,KXIP,MI,MI,field,Himachal Pradesh Cricket Association Stadium,94.25,117.1578947,16,19,1508,2226,home
392,2013,Pune,19-05-2013,PW,DD,PW,bat,Subrata Roy Sahara Stadium,90.375,90.8125,16,16,1446,1453,home
393,2013,Bangalore,18-05-2013,RCB,CSK,CSK,field,M Chinnaswamy Stadium,112.9375,117.2777778,16,18,1807,2111,home
394,2013,Hyderabad,19-05-2013,KKR,SH,KKR,bat,"Rajiv Gandhi International Stadium, Uppal",101.1875,110.7647059,16,17,1619,1883,away
395,2013,Delhi,21-05-2013,CSK,MI,CSK,bat,Feroz Shah Kotla,117.2777778,117.1578947,18,19,2111,2226,home
396,2013,Delhi,22-05-2013,SH,RR,SH,bat,Feroz Shah Kotla,110.7647059,109.2777778,17,18,1883,1967,away
397,2013,Kolkata,24-05-2013,RR,MI,RR,bat,Eden Gardens,109.2777778,117.1578947,18,19,1967,2226,away
398,2013,Kolkata,26-05-2013,MI,CSK,MI,bat,Eden Gardens,117.1578947,117.2777778,19,18,2226,2111,home
399,2014,Abu Dhabi,16-04-2014,KKR,MI,KKR,bat,Sheikh Zayed Stadium,107.4375,94.86666667,16,15,1719,1423,home
400,2014,Sharjah,17-04-2014,DD,RCB,RCB,field,Sharjah Cricket Stadium,79.71428571,102.5714286,14,14,1116,1436,away
401,2014,Abu Dhabi,18-04-2014,CSK,KXIP,CSK,bat,Sheikh Zayed Stadium,115.5,119.4705882,16,17,1848,2031,away
402,2014,Abu Dhabi,18-04-2014,SH,RR,RR,field,Sheikh Zayed Stadium,107.2142857,99.28571429,14,14,1501,1390,away
403,2014,,19-04-2014,MI,RCB,RCB,field,Dubai International Cricket Stadium,94.86666667,102.5714286,15,14,1423,1436,away
404,2014,,19-04-2014,KKR,DD,KKR,bat,Dubai International Cricket Stadium,107.4375,79.71428571,16,14,1719,1116,away
405,2014,Sharjah,20-04-2014,RR,KXIP,KXIP,field,Sharjah Cricket Stadium,99.28571429,119.4705882,14,17,1390,2031,away
406,2014,Abu Dhabi,21-04-2014,CSK,DD,CSK,bat,Sheikh Zayed Stadium,115.5,79.71428571,16,14,1848,1116,home
407,2014,Sharjah,22-04-2014,KXIP,SH,SH,field,Sharjah Cricket Stadium,119.4705882,107.2142857,17,14,2031,1501,home
408,2014,,23-04-2014,CSK,RR,RR,field,Dubai International Cricket Stadium,115.5,99.28571429,16,14,1848,1390,home
409,2014,Sharjah,24-04-2014,KKR,RCB,RCB,field,Sharjah Cricket Stadium,107.4375,102.5714286,16,14,1719,1436,home
410,2014,,25-04-2014,SH,DD,SH,bat,Dubai International Cricket Stadium,107.2142857,79.71428571,14,14,1501,1116,home
