id,season,city,date,home_team,away_team,toss_winner,toss_decision,venue,weight_home,weight_away,totMatch_home,totMatch_away,playerPtsSum_home,playerPtsSum_away,winner
411,2014,,25-04-2014,MI,CSK,MI,bat,Dubai International Cricket Stadium,94.86666667,115.5,15,16,1423,1848,away
412,2014,Abu Dhabi,26-04-2014,RCB,RR,RR,field,Sheikh Zayed Stadium,102.5714286,99.28571429,14,14,1436,1390,away
413,2014,Abu Dhabi,26-04-2014,KXIP,KKR,KKR,field,Sheikh Zayed Stadium,119.4705882,107.4375,17,16,2031,1719,home
414,2014,Sharjah,27-04-2014,MI,DD,MI,bat,Sharjah Cricket Stadium,94.86666667,79.71428571,15,14,1423,1116,away
415,2014,Sharjah,27-04-2014,SH,CSK,SH,bat,Sharjah Cricket Stadium,107.2142857,115.5,14,16,1501,1848,away
416,2014,,28-04-2014,RCB,KXIP,KXIP,field,Dubai International Cricket Stadium,102.5714286,119.4705882,14,17,1436,2031,away
417,2014,Abu Dhabi,29-04-2014,RR,KKR,RR,bat,Sheikh Zayed Stadium,99.28571429,107.4375,14,16,1390,1719,home
418,2014,,30-04-2014,SH,MI,MI,field,Dubai International Cricket Stadium,107.2142857,94.86666667,14,15,1501,1423,home
419,2014,Ranchi,02-05-2014,CSK,KKR,CSK,bat,JSCA International Stadium Complex,115.5,107.4375,16,16,1848,1719,home
420,2014,Mumbai,03-05-2014,KXIP,MI,KXIP,bat,Wankhede Stadium,119.4705882,94.86666667,17,15,2031,1423,away
421,2014,Delhi,03-05-2014,DD,RR,RR,field,Feroz Shah Kotla,79.71428571,99.28571429,14,14,1116,1390,away
422,2014,Bangalore,04-05-2014,SH,RCB,RCB,field,M Chinnaswamy Stadium,107.2142857,102.5714286,14,14,1501,1436,away
423,2014,Ahmedabad,05-05-2014,RR,KKR,KKR,field,"Sardar Patel Stadium, Motera",99.28571429,107.4375,14,16,1390,1719,home
424,2014,Delhi,05-05-2014,DD,CSK,CSK,field,Feroz Shah Kotla,79.71428571,115.5,14,16,1116,1848,away
425,2014,Mumbai,06-05-2014,MI,RCB,RCB,field,Wankhede Stadium,94.86666667,102.5714286,15,14,1423,1436,home
426,2014,Delhi,07-05-2014,DD,KKR,DD,bat,Feroz Shah Kotla,79.71428571,107.4375,14,16,1116,1719,away
427,2014,Cuttack,07-05-2014,KXIP,CSK,CSK,field,Barabati Stadium,119.4705882,115.5,17,16,2031,1848,home
428,2014,Ahmedabad,08-05-2014,SH,RR,RR,field,"Sardar Patel Stadium, Motera",107.2142857,99.28571429,14,14,1501,1390,home
429,2014,Bangalore,09-05-2014,KXIP,RCB,RCB,field,M Chinnaswamy Stadium,119.4705882,102.5714286,17,14,2031,1436,home
430,2014,Delhi,10-05-2014,DD,SH,SH,field,Feroz Shah Kotla,79.71428571,107.2142857,14,14,1116,1501,away
431,2014,Mumbai,10-05-2014,MI,CSK,CSK,field,Wankhede Stadium,94.86666667,115.5,15,16,1423,1848,away
432,2014,Cuttack,11-05-2014,KXIP,KKR,KKR,field,Barabati Stadium,119.4705882,107.4375,17,16,2031,1719,away
433,2014,Bangalore,11-05-2014,RCB,RR,RCB,bat,M Chinnaswamy Stadium,102.5714286,99.28571429,14,14,1436,1390,away
434,2014,Hyderabad,12-05-2014,SH,MI,SH,bat,"Rajiv Gandhi International Stadium, Uppal",107.2142857,94.86666667,14,15,1501,1423,away
435,2014,Ranchi,13-05-2014,RR,CSK,RR,bat,JSCA International Stadium Complex,99.28571429,115.5,14,16,1390,1848,away
436,2014,Bangalore,13-05-2014,RCB,DD,DD,field,M Chinnaswamy Stadium,102.5714286,79.71428571,14,14,1436,1116,home
437,2014,Hyderabad,14-05-2014,SH,KXIP,KXIP,field,"Rajiv Gandhi International Stadium, Uppal",107.2142857,119.4705882,14,17,1501,2031,away
438,2014,Cuttack,14-05-2014,MI,KKR,KKR,field,Barabati Stadium,94.86666667,107.4375,15,16,1423,1719,away
439,2014,Ahmedabad,15-05-2014,RR,DD,DD,field,"Sardar Patel Stadium, Motera",99.28571429,79.71428571,14,14,1390,1116,home
440,2014,Ranchi,18-05-2014,CSK,RCB,CSK,bat,JSCA International Stadium Complex,115.5,102.5714286,16,14,1848,1436,away
441,2014,Hyderabad,18-05-2014,SH,KKR,SH,bat,"Rajiv Gandhi International Stadium, Uppal",107.2142857,107.4375,14,16,1501,1719,away
442,2014,Ahmedabad,19-05-2014,MI,RR,MI,bat,"Sardar Patel Stadium, Motera",94.86666667,99.28571429,15,14,1423,1390,home
443,2014,Delhi,19-05-2014,DD,KXIP,KXIP,field,Feroz Shah Kotla,79.71428571,119.4705882,14,17,1116,2031,away
444,2014,Hyderabad,20-05-2014,RCB,SH,RCB,bat,"Rajiv Gandhi International Stadium, Uppal",102.5714286,107.2142857,14,14,1436,1501,away
445,2014,Kolkata,20-05-2014,CSK,KKR,KKR,field,Eden Gardens,115.5,107.4375,16,16,1848,1719,away
446,2014,Chandigarh,21-05-2014,KXIP,MI,MI,field,"Punjab Cricket Association Stadium, Mohali",119.4705882,94.86666667,17,15,2031,1423,away
447,2014,Kolkata,22-05-2014,KKR,RCB,RCB,field,Eden Gardens,107.4375,102.5714286,16,14,1719,1436,home
448,2014,Ranchi,22-05-2014,CSK,SH,SH,field,JSCA International Stadium Complex,115.5,107.2142857,16,14,1848,1501,away
449,2014,Mumbai,23-05-2014,MI,DD,DD,field,Wankhede Stadium,94.86666667,79.71428571,15,14,1423,1116,home
450,2014,Chandigarh,23-05-2014,KXIP,RR,RR,field,"Punjab Cricket Association Stadium, Mohali",119.4705882,99.28571429,17,14,2031,1390,home
451,2014,Bangalore,24-05-2014,RCB,CSK,CSK,field,M Chinnaswamy Stadium,102.5714286,115.5,14,16,1436,1848,away
452,2014,Kolkata,24-05-2014,SH,KKR,KKR,field,Eden Gardens,107.2142857,107.4375,14,16,1501,1719,away
453,2014,Chandigarh,25-05-2014,DD,KXIP,KXIP,field,"Punjab Cricket Association Stadium, Mohali",79.71428571,119.4705882,14,17,1116,2031,away
454,2014,Mumbai,25-05-2014,RR,MI,MI,field,Wankhede Stadium,99.28571429,94.86666667,14,15,1390,1423,away
455,2014,Kolkata,27-05-2014,KKR,KXIP,KXIP,field,Eden Gardens,107.4375,119.4705882,16,17,1719,2031,home
456,2014,Mumbai,28-05-2014,MI,CSK,CSK,field,Brabourne Stadium,94.86666667,115.5,15,16,1423,1848,away
457,2014,Mumbai,30-05-2014,KXIP,CSK,CSK,field,Wankhede Stadium,119.4705882,115.5,17,16,2031,1848,home
458,2014,Bangalore,01-06-2014,KXIP,KKR,KKR,field,M Chinnaswamy Stadium,119.4705882,107.4375,17,16,2031,1719,away
459,2015,Kolkata,08-04-2015,MI,KKR,KKR,field,Eden Gardens,121.8125,114.0769231,16,13,1949,1483,away
460,2015,Chennai,09-04-2015,CSK,DD,DD,field,"MA Chidambaram Stadium, Chepauk",125.2941176,100.7142857,17,14,2130,1410,home
461,2015,Pune,10-04-2015,RR,KXIP,KXIP,field,Maharashtra Cricket Association Stadium,106.0714286,93.5,14,14,1485,1309,home
462,2015,Chennai,11-04-2015,CSK,SH,CSK,bat,"MA Chidambaram Stadium, Chepauk",125.2941176,102.5714286,17,14,2130,1436,home
463,2015,Kolkata,11-04-2015,KKR,RCB,RCB,field,Eden Gardens,114.0769231,104.875,13,16,1483,1678,away
464,2015,Delhi,12-04-2015,DD,RR,RR,field,Feroz Shah Kotla,100.7142857,106.0714286,14,14,1410,1485,away
465,2015,Mumbai,12-04-2015,KXIP,MI,MI,field,Wankhede Stadium,93.5,121.8125,14,16,1309,1949,home
466,2015,Bangalore,13-04-2015,RCB,SH,SH,field,M Chinnaswamy Stadium,104.875,102.5714286,16,14,1678,1436,away
467,2015,Ahmedabad,14-04-2015,MI,RR,MI,bat,"Sardar Patel Stadium, Motera",121.8125,106.0714286,16,14,1949,1485,away
468,2015,Kolkata,30-04-2015,CSK,KKR,KKR,field,Eden Gardens,125.2941176,114.0769231,17,13,2130,1483,away
469,2015,Pune,15-04-2015,KXIP,DD,KXIP,bat,Maharashtra Cricket Association Stadium,93.5,100.7142857,14,14,1309,1410,away
470,2015,Visakhapatnam,16-04-2015,SH,RR,RR,field,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,102.5714286,106.0714286,14,14,1436,1485,away
471,2015,Mumbai,17-04-2015,MI,CSK,MI,bat,Wankhede Stadium,121.8125,125.2941176,16,17,1949,2130,away
472,2015,Visakhapatnam,18-04-2015,DD,SH,DD,bat,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,100.7142857,102.5714286,14,14,1410,1436,home
473,2015,Pune,18-04-2015,KXIP,KKR,KKR,field,Maharashtra Cricket Association Stadium,93.5,114.0769231,14,13,1309,1483,away
474,2015,Ahmedabad,19-04-2015,CSK,RR,CSK,bat,"Sardar Patel Stadium, Motera",125.2941176,106.0714286,17,14,2130,1485,away
475,2015,Bangalore,19-04-2015,MI,RCB,RCB,field,M Chinnaswamy Stadium,121.8125,104.875,16,16,1949,1678,home
476,2015,Delhi,20-04-2015,DD,KKR,KKR,field,Feroz Shah Kotla,100.7142857,114.0769231,14,13,1410,1483,away
477,2015,Ahmedabad,21-04-2015,RR,KXIP,KXIP,field,"Sardar Patel Stadium, Motera",106.0714286,93.5,14,14,1485,1309,away
478,2015,Visakhapatnam,22-04-2015,SH,KKR,KKR,field,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,102.5714286,114.0769231,14,13,1436,1483,home
479,2015,Bangalore,22-04-2015,CSK,RCB,RCB,field,M Chinnaswamy Stadium,125.2941176,104.875,17,16,2130,1678,home
480,2015,Delhi,23-04-2015,DD,MI,MI,field,Feroz Shah Kotla,100.7142857,121.8125,14,16,1410,1949,home
481,2015,Ahmedabad,24-04-2015,RR,RCB,RCB,field,"Sardar Patel Stadium, Motera",106.0714286,104.875,14,16,1485,1678,away
482,2015,Mumbai,25-04-2015,MI,SH,MI,bat,Wankhede Stadium,121.8125,102.5714286,16,14,1949,1436,home
483,2015,Chennai,25-04-2015,CSK,KXIP,CSK,bat,"MA Chidambaram Stadium, Chepauk",125.2941176,93.5,17,14,2130,1309,home
484,2015,Delhi,26-04-2015,DD,RCB,RCB,field,Feroz Shah Kotla,100.7142857,104.875,14,16,1410,1678,away
485,2015,Chandigarh,27-04-2015,SH,KXIP,KXIP,field,"Punjab Cricket Association Stadium, Mohali",102.5714286,93.5,14,14,1436,1309,home
486,2015,Kolkata,07-05-2015,KKR,DD,KKR,bat,Eden Gardens,114.0769231,100.7142857,13,14,1483,1410,home
487,2015,Bangalore,29-04-2015,RCB,RR,RR,field,M Chinnaswamy Stadium,104.875,106.0714286,16,14,1678,1485,
488,2015,Chennai,28-04-2015,CSK,KKR,KKR,field,"MA Chidambaram Stadium, Chepauk",125.2941176,114.0769231,17,13,2130,1483,home
489,2015,Delhi,01-05-2015,KXIP,DD,DD,field,Feroz Shah Kotla,93.5,100.7142857,14,14,1309,1410,away
490,2015,Mumbai,01-05-2015,MI,RR,RR,field,Wankhede Stadium,121.8125,106.0714286,16,14,1949,1485,home
491,2015,Bangalore,02-05-2015,KKR,RCB,RCB,field,M Chinnaswamy Stadium,114.0769231,104.875,13,16,1483,1678,away
492,2015,Hyderabad,02-05-2015,SH,CSK,CSK,field,"Rajiv Gandhi International Stadium, Uppal",102.5714286,125.2941176,14,17,1436,2130,home
493,2015,Chandigarh,03-05-2015,MI,KXIP,MI,bat,"Punjab Cricket Association Stadium, Mohali",121.8125,93.5,16,14,1949,1309,home
494,2015,Mumbai,03-05-2015,RR,DD,DD,field,Brabourne Stadium,106.0714286,100.7142857,14,14,1485,1410,home
495,2015,Chennai,04-05-2015,CSK,RCB,CSK,bat,"MA Chidambaram Stadium, Chepauk",125.2941176,104.875,17,16,2130,1678,home
496,2015,Kolkata,04-05-2015,KKR,SH,SH,field,Eden Gardens,114.0769231,102.5714286,13,14,1483,1436,home
497,2015,Mumbai,05-05-2015,DD,MI,DD,bat,Wankhede Stadium,100.7142857,121.8125,14,16,1410,1949,away
498,2015,Bangalore,06-05-2015,RCB,KXIP,KXIP,field,M Chinnaswamy Stadium,104.875,93.5,16,14,1678,1309,home
499,2015,Mumbai,07-05-2015,SH,RR,RR,field,Brabourne Stadium,102.5714286,106.0714286,14,14,1436,1485,home
500,2015,Chennai,08-05-2015,CSK,MI,CSK,bat,"MA Chidambaram Stadium, Chepauk",125.2941176,121.8125,17,16,2130,1949,away
501,2015,Kolkata,09-05-2015,KXIP,KKR,KXIP,bat,Eden Gardens,93.5,114.0769231,14,13,1309,1483,away
502,2015,Raipur,09-05-2015,SH,DD,SH,bat,Shaheed Veer Narayan Singh International Stadium,102.5714286,100.7142857,14,14,1436,1410,home
503,2015,Mumbai,10-05-2015,RCB,MI,RCB,bat,Wankhede Stadium,104.875,121.8125,16,16,1678,1949,home
504,2015,Chennai,10-05-2015,CSK,RR,CSK,bat,"MA Chidambaram Stadium, Chepauk",125.2941176,106.0714286,17,14,2130,1485,home
505,2015,Hyderabad,11-05-2015,SH,KXIP,SH,bat,"Rajiv Gandhi International Stadium, Uppal",102.5714286,93.5,14,14,1436,1309,home
506,2015,Raipur,12-05-2015,CSK,DD,CSK,bat,Shaheed Veer Narayan Singh International Stadium,125.2941176,100.7142857,17,14,2130,1410,away
507,2015,Chandigarh,13-05-2015,KXIP,RCB,RCB,field,"Punjab Cricket Association Stadium, Mohali",93.5,104.875,14,16,1309,1678,home
508,2015,Mumbai,14-05-2015,MI,KKR,KKR,field,Wankhede Stadium,121.8125,114.0769231,16,13,1949,1483,home
509,2015,Hyderabad,15-05-2015,SH,RCB,SH,bat,"Rajiv Gandhi International Stadium, Uppal",102.5714286,104.875,14,16,1436,1678,away
510,2015,Chandigarh,16-05-2015,KXIP,CSK,KXIP,bat,"Punjab Cricket Association Stadium, Mohali",93.5,125.2941176,14,17,1309,2130,away
511,2015,Mumbai,16-05-2015,RR,KKR,RR,bat,Brabourne Stadium,106.0714286,114.0769231,14,13,1485,1483,home
512,2015,Bangalore,17-05-2015,DD,RCB,RCB,field,M Chinnaswamy Stadium,100.7142857,104.875,14,16,1410,1678,
513,2015,Hyderabad,17-05-2015,SH,MI,SH,bat,"Rajiv Gandhi International Stadium, Uppal",102.5714286,121.8125,14,16,1436,1949,away
514,2015,Mumbai,19-05-2015,MI,CSK,MI,bat,Wankhede Stadium,121.8125,125.2941176,16,17,1949,2130,home
515,2015,Pune,20-05-2015,RCB,RR,RCB,bat,Maharashtra Cricket Association Stadium,104.875,106.0714286,16,14,1678,1485,home
516,2015,Ranchi,22-05-2015,RCB,CSK,CSK,field,JSCA International Stadium Complex,104.875,125.2941176,16,17,1678,2130,away
517,2015,Kolkata,24-05-2015,MI,CSK,CSK,field,Eden Gardens,121.8125,125.2941176,16,17,1949,2130,home
518,2016,Mumbai,09-04-2016,MI,RPS,MI,bat,Wankhede Stadium,109.7857143,85.78571429,14,14,1537,1201,away
519,2016,Kolkata,10-04-2016,DD,KKR,KKR,field,Eden Gardens,92.78571429,100.3333333,14,15,1299,1505,away
520,2016,Chandigarh,11-04-2016,KXIP,GL,GL,field,"Punjab Cricket Association IS Bindra Stadium, Mohali",89.5,106.5,14,16,1253,1704,away
521,2016,Bangalore,12-04-2016,RCB,SH,SH,field,M Chinnaswamy Stadium,117.1875,105.1176471,16,17,1875,1787,home
522,2016,Kolkata,13-04-2016,KKR,MI,MI,field,Eden Gardens,100.3333333,109.7857143,15,14,1505,1537,away
523,2016,Rajkot,14-04-2016,RPS,GL,RPS,bat,Saurashtra Cricket Association Stadium,85.78571429,106.5,14,16,1201,1704,away
524,2016,Delhi,15-04-2016,KXIP,DD,DD,field,Feroz Shah Kotla,89.5,92.78571429,14,14,1253,1299,away
525,2016,Hyderabad,16-04-2016,SH,KKR,SH,bat,"Rajiv Gandhi International Stadium, Uppal",105.1176471,100.3333333,17,15,1787,1505,away
526,2016,Mumbai,16-04-2016,MI,GL,GL,field,Wankhede Stadium,109.7857143,106.5,14,16,1537,1704,away
527,2016,Chandigarh,17-04-2016,RPS,KXIP,RPS,bat,"Punjab Cricket Association IS Bindra Stadium, Mohali",85.78571429,89.5,14,14,1201,1253,away
528,2016,Bangalore,17-04-2016,RCB,DD,DD,field,M Chinnaswamy Stadium,117.1875,92.78571429,16,14,1875,1299,away
529,2016,Hyderabad,18-04-2016,MI,SH,SH,field,"Rajiv Gandhi International Stadium, Uppal",109.7857143,105.1176471,14,17,1537,1787,away
530,2016,Chandigarh,19-04-2016,KXIP,KKR,KKR,field,"Punjab Cricket Association IS Bindra Stadium, Mohali",89.5,100.3333333,14,15,1253,1505,away
531,2016,Mumbai,20-04-2016,RCB,MI,MI,field,Wankhede Stadium,117.1875,109.7857143,16,14,1875,1537,away
532,2016,Rajkot,21-04-2016,GL,SH,SH,field,Saurashtra Cricket Association Stadium,106.5,105.1176471,16,17,1704,1787,away
533,2016,Pune,22-04-2016,RCB,RPS,RPS,field,Maharashtra Cricket Association Stadium,117.1875,85.78571429,16,14,1875,1201,home
534,2016,Delhi,23-04-2016,DD,MI,MI,field,Feroz Shah Kotla,92.78571429,109.7857143,14,14,1299,1537,home
535,2016,Hyderabad,23-04-2016,KXIP,SH,SH,field,"Rajiv Gandhi International Stadium, Uppal",89.5,105.1176471,14,17,1253,1787,away
536,2016,Rajkot,24-04-2016,RCB,GL,RCB,bat,Saurashtra Cricket Association Stadium,117.1875,106.5,16,16,1875,1704,away
537,2016,Pune,24-04-2016,RPS,KKR,KKR,field,Maharashtra Cricket Association Stadium,85.78571429,100.3333333,14,15,1201,1505,away
538,2016,Chandigarh,25-04-2016,MI,KXIP,KXIP,field,"Punjab Cricket Association IS Bindra Stadium, Mohali",109.7857143,89.5,14,14,1537,1253,home
539,2016,Hyderabad,26-04-2016,SH,RPS,RPS,field,"Rajiv Gandhi International Stadium, Uppal",105.1176471,85.78571429,17,14,1787,1201,away
540,2016,Delhi,27-04-2016,GL,DD,DD,field,Feroz Shah Kotla,106.5,92.78571429,16,14,1704,1299,home
541,2016,Mumbai,28-04-2016,KKR,MI,MI,field,Wankhede Stadium,100.3333333,109.7857143,15,14,1505,1537,away
542,2016,Pune,29-04-2016,RPS,GL,GL,field,Maharashtra Cricket Association Stadium,85.78571429,106.5,14,16,1201,1704,away
543,2016,Delhi,30-04-2016,DD,KKR,KKR,field,Feroz Shah Kotla,92.78571429,100.3333333,14,15,1299,1505,home
544,2016,Hyderabad,30-04-2016,SH,RCB,RCB,field,"Rajiv Gandhi International Stadium, Uppal",105.1176471,117.1875,17,16,1787,1875,home
545,2016,Rajkot,01-05-2016,KXIP,GL,GL,field,Saurashtra Cricket Association Stadium,89.5,106.5,14,16,1253,1704,home
546,2016,Pune,01-05-2016,RPS,MI,MI,field,Maharashtra Cricket Association Stadium,85.78571429,109.7857143,14,14,1201,1537,away
547,2016,Bangalore,02-05-2016,RCB,KKR,KKR,field,M Chinnaswamy Stadium,117.1875,100.3333333,16,15,1875,1505,away
548,2016,Rajkot,03-05-2016,GL,DD,DD,field,Saurashtra Cricket Association Stadium,106.5,92.78571429,16,14,1704,1299,away
549,2016,Kolkata,04-05-2016,KKR,KXIP,KXIP,field,Eden Gardens,100.3333333,89.5,15,14,1505,1253,home
550,2016,Delhi,05-05-2016,DD,RPS,RPS,field,Feroz Shah Kotla,92.78571429,85.78571429,14,14,1299,1201,away
551,2016,Hyderabad,06-05-2016,GL,SH,SH,field,"Rajiv Gandhi International Stadium, Uppal",106.5,105.1176471,16,17,1704,1787,away
552,2016,Bangalore,07-05-2016,RPS,RCB,RCB,field,M Chinnaswamy Stadium,85.78571429,117.1875,14,16,1201,1875,away
553,2016,Chandigarh,07-05-2016,KXIP,DD,DD,field,"Punjab Cricket Association IS Bindra Stadium, Mohali",89.5,92.78571429,14,14,1253,1299,home
554,2016,Visakhapatnam,08-05-2016,SH,MI,MI,field,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,105.1176471,109.7857143,17,14,1787,1537,home
555,2016,Kolkata,08-05-2016,KKR,GL,GL,field,Eden Gardens,100.3333333,106.5,15,16,1505,1704,away
556,2016,Chandigarh,09-05-2016,RCB,KXIP,KXIP,field,"Punjab Cricket Association IS Bindra Stadium, Mohali",117.1875,89.5,16,14,1875,1253,home
557,2016,Visakhapatnam,10-05-2016,SH,RPS,SH,bat,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,105.1176471,85.78571429,17,14,1787,1201,home
558,2016,Bangalore,11-05-2016,RCB,MI,MI,field,M Chinnaswamy Stadium,117.1875,109.7857143,16,14,1875,1537,away
559,2016,Hyderabad,12-05-2016,SH,DD,DD,field,"Rajiv Gandhi International Stadium, Uppal",105.1176471,92.78571429,17,14,1787,1299,away
560,2016,Visakhapatnam,13-05-2016,MI,KXIP,MI,bat,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,109.7857143,89.5,14,14,1537,1253,away
561,2016,Bangalore,14-05-2016,RCB,GL,GL,field,M Chinnaswamy Stadium,117.1875,106.5,16,16,1875,1704,home
562,2016,Kolkata,14-05-2016,RPS,KKR,RPS,bat,Eden Gardens,85.78571429,100.3333333,14,15,1201,1505,away
563,2016,Chandigarh,15-05-2016,KXIP,SH,KXIP,bat,"Punjab Cricket Association IS Bindra Stadium, Mohali",89.5,105.1176471,14,17,1253,1787,away
564,2016,Visakhapatnam,15-05-2016,MI,DD,DD,field,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,109.7857143,92.78571429,14,14,1537,1299,home
565,2016,Kolkata,16-05-2016,KKR,RCB,RCB,field,Eden Gardens,100.3333333,117.1875,15,16,1505,1875,away
566,2016,Visakhapatnam,17-05-2016,DD,RPS,RPS,field,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,92.78571429,85.78571429,14,14,1299,1201,away
567,2016,Bangalore,18-05-2016,RCB,KXIP,KXIP,field,M Chinnaswamy Stadium,117.1875,89.5,16,14,1875,1253,home
568,2016,Kanpur,19-05-2016,KKR,GL,GL,field,Green Park,100.3333333,106.5,15,16,1505,1704,away
569,2016,Raipur,20-05-2016,SH,DD,DD,field,Shaheed Veer Narayan Singh International Stadium,105.1176471,92.78571429,17,14,1787,1299,away
570,2016,Visakhapatnam,21-05-2016,KXIP,RPS,KXIP,bat,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,89.5,85.78571429,14,14,1253,1201,away
571,2016,Kanpur,21-05-2016,MI,GL,GL,field,Green Park,109.7857143,106.5,14,16,1537,1704,away
572,2016,Kolkata,22-05-2016,KKR,SH,SH,field,Eden Gardens,100.3333333,105.1176471,15,17,1505,1787,home
573,2016,Raipur,22-05-2016,DD,RCB,RCB,field,Shaheed Veer Narayan Singh International Stadium,92.78571429,117.1875,14,16,1299,1875,away
574,2016,Bangalore,24-05-2016,GL,RCB,RCB,field,M Chinnaswamy Stadium,106.5,117.1875,16,16,1704,1875,away
575,2016,Delhi,25-05-2016,SH,KKR,KKR,field,Feroz Shah Kotla,105.1176471,100.3333333,17,15,1787,1505,home
576,2016,Delhi,27-05-2016,GL,SH,SH,field,Feroz Shah Kotla,106.5,105.1176471,16,17,1704,1787,away
577,2016,Bangalore,29-05-2016,SH,RCB,SH,bat,M Chinnaswamy Stadium,105.1176471,117.1875,17,16,1787,1875,home
578,2017,Hyderabad,05-04-2017,SH,RCB,RCB,field,"Rajiv Gandhi International Stadium, Uppal",104.3571429,89.92307692,14,13,1461,1169,home
579,2017,Pune,06-04-2017,MI,RPS,RPS,field,Maharashtra Cricket Association Stadium,105.1176471,112.1875,17,16,1787,1795,away
580,2017,Rajkot,07-04-2017,GL,KKR,KKR,field,Saurashtra Cricket Association Stadium,97.14285714,102.6875,14,16,1360,1643,away
581,2017,Indore,08-04-2017,RPS,KXIP,KXIP,field,Holkar Cricket Stadium,112.1875,102,16,14,1795,1428,away
582,2017,Bangalore,08-04-2017,RCB,DD,RCB,bat,M Chinnaswamy Stadium,89.92307692,103.5714286,13,14,1169,1450,home
583,2017,Hyderabad,09-04-2017,GL,SH,SH,field,"Rajiv Gandhi International Stadium, Uppal",97.14285714,104.3571429,14,14,1360,1461,away
584,2017,Mumbai,09-04-2017,KKR,MI,MI,field,Wankhede Stadium,102.6875,105.1176471,16,17,1643,1787,away
585,2017,Indore,10-04-2017,RCB,KXIP,RCB,bat,Holkar Cricket Stadium,89.92307692,102,13,14,1169,1428,away
586,2017,Pune,11-04-2017,DD,RPS,RPS,field,Maharashtra Cricket Association Stadium,103.5714286,112.1875,14,16,1450,1795,home
587,2017,Mumbai,12-04-2017,SH,MI,MI,field,Wankhede Stadium,104.3571429,105.1176471,14,17,1461,1787,away
588,2017,Kolkata,13-04-2017,KXIP,KKR,KKR,field,Eden Gardens,102,102.6875,14,16,1428,1643,away
589,2017,Bangalore,14-04-2017,RCB,MI,MI,field,M Chinnaswamy Stadium,89.92307692,105.1176471,13,17,1169,1787,away
590,2017,Rajkot,14-04-2017,RPS,GL,GL,field,Saurashtra Cricket Association Stadium,112.1875,97.14285714,16,14,1795,1360,away
591,2017,Kolkata,15-04-2017,KKR,SH,SH,field,Eden Gardens,102.6875,104.3571429,16,14,1643,1461,home
592,2017,Delhi,15-04-2017,DD,KXIP,DD,bat,Feroz Shah Kotla,103.5714286,102,14,14,1450,1428,home
593,2017,Mumbai,16-04-2017,GL,MI,MI,field,Wankhede Stadium,97.14285714,105.1176471,14,17,1360,1787,away
594,2017,Bangalore,16-04-2017,RPS,RCB,RCB,field,M Chinnaswamy Stadium,112.1875,89.92307692,16,13,1795,1169,home
595,2017,Delhi,17-04-2017,DD,KKR,DD,bat,Feroz Shah Kotla,103.5714286,102.6875,14,16,1450,1643,away
596,2017,Hyderabad,17-04-2017,SH,KXIP,KXIP,field,"Rajiv Gandhi International Stadium, Uppal",104.3571429,102,14,14,1461,1428,home
597,2017,Rajkot,18-04-2017,RCB,GL,GL,field,Saurashtra Cricket Association Stadium,89.92307692,97.14285714,13,14,1169,1360,home
598,2017,Hyderabad,19-04-2017,SH,DD,SH,bat,"Rajiv Gandhi International Stadium, Uppal",104.3571429,103.5714286,14,14,1461,1450,home
599,2017,Indore,20-04-2017,KXIP,MI,MI,field,Holkar Cricket Stadium,102,105.1176471,14,17,1428,1787,away
600,2017,Kolkata,21-04-2017,KKR,GL,GL,field,Eden Gardens,102.6875,97.14285714,16,14,1643,1360,away
601,2017,Mumbai,22-04-2017,MI,DD,DD,field,Wankhede Stadium,105.1176471,103.5714286,17,14,1787,1450,home
602,2017,Pune,22-04-2017,SH,RPS,RPS,field,Maharashtra Cricket Association Stadium,104.3571429,112.1875,14,16,1461,1795,away
603,2017,Rajkot,23-04-2017,KXIP,GL,GL,field,Saurashtra Cricket Association Stadium,102,97.14285714,14,14,1428,1360,home
604,2017,Kolkata,23-04-2017,KKR,RCB,RCB,field,Eden Gardens,102.6875,89.92307692,16,13,1643,1169,home
605,2017,Mumbai,24-04-2017,RPS,MI,MI,field,Wankhede Stadium,112.1875,105.1176471,16,17,1795,1787,home
606,2017,Pune,26-04-2017,RPS,KKR,KKR,field,Maharashtra Cricket Association Stadium,112.1875,102.6875,16,16,1795,1643,away
607,2017,Bangalore,27-04-2017,RCB,GL,GL,field,M Chinnaswamy Stadium,89.92307692,97.14285714,13,14,1169,1360,away
608,2017,Kolkata,28-04-2017,DD,KKR,KKR,field,Eden Gardens,103.5714286,102.6875,14,16,1450,1643,away
609,2017,Chandigarh,28-04-2017,SH,KXIP,KXIP,field,"Punjab Cricket Association IS Bindra Stadium, Mohali",104.3571429,102,14,14,1461,1428,home
