id,season,city,date,home_team,away_team,toss_winner,toss_decision,venue,winner,weight_home,weight_away,totMatch_home,totMatch_away,playerPtsSum_home,playerPtsSum_away
187,2011,Jaipur,15-04-2011,RR,KKR,KKR,field,Sawai Mansingh Stadium,KKR,0,0,0,0,0,0
188,2011,Mumbai,15-04-2011,MI,KTK,KTK,field,Wankhede Stadium,KTK,0,0,0,0,0,0
189,2011,Chennai,16-04-2011,CSK,RCB,CSK,bat,"MA Chidambaram Stadium, Chepauk",CSK,0,0,0,0,0,0
190,2011,Hyderabad,16-04-2011,DC,KXIP,KXIP,field,"Rajiv Gandhi International Stadium, Uppal",KXIP,0,0,0,0,0,0
191,2011,Mumbai,17-04-2011,PW,DD,DD,field,Dr DY Patil Sports Academy,DD,0,0,0,0,0,0
192,2011,Kolkata,17-04-2011,RR,KKR,KKR,field,Eden Gardens,KKR,0,0,0,0,0,0
193,2011,Kochi,18-04-2011,CSK,KTK,KTK,field,Nehru Stadium,KTK,0,0,0,0,0,0
194,2011,Delhi,19-04-2011,DC,DD,DC,bat,Feroz Shah Kotla,DC,0,0,0,0,0,0
195,2011,Mumbai,20-04-2011,PW,MI,PW,bat,Wankhede Stadium,MI,0,0,0,0,0,0
196,2011,Kolkata,20-04-2011,KTK,KKR,KKR,field,Eden Gardens,KTK,0,0,0,0,0,0
197,2011,Chandigarh,21-04-2011,KXIP,RR,RR,field,"Punjab Cricket Association Stadium, Mohali",KXIP,0,0,0,0,0,0
198,2011,Mumbai,22-04-2011,MI,CSK,CSK,field,Wankhede Stadium,MI,0,0,0,0,0,0
199,2011,Kolkata,22-04-2011,KKR,RCB,RCB,field,Eden Gardens,RCB,0,0,0,0,0,0
200,2011,Delhi,23-04-2011,DD,KXIP,KXIP,field,Feroz Shah Kotla,DD,0,0,0,0,0,0
201,2011,Hyderabad,24-04-2011,MI,DC,DC,field,"Rajiv Gandhi International Stadium, Uppal",MI,0,0,0,0,0,0
202,2011,Jaipur,24-04-2011,KTK,RR,RR,field,Sawai Mansingh Stadium,RR,0,0,0,0,0,0
203,2011,Chennai,25-04-2011,CSK,PW,PW,field,"MA Chidambaram Stadium, Chepauk",CSK,0,0,0,0,0,0
204,2011,Delhi,26-04-2011,DD,RCB,RCB,field,Feroz Shah Kotla,RCB,0,0,0,0,0,0
205,2011,Mumbai,27-04-2011,PW,CSK,PW,bat,Dr DY Patil Sports Academy,CSK,0,0,0,0,0,0
206,2011,Kochi,27-04-2011,DC,KTK,KTK,field,Nehru Stadium,DC,0,0,0,0,0,0
207,2011,Delhi,28-04-2011,KKR,DD,DD,field,Feroz Shah Kotla,KKR,0,0,0,0,0,0
208,2011,Jaipur,29-04-2011,MI,RR,RR,field,Sawai Mansingh Stadium,RR,0,0,0,0,0,0
209,2011,Bangalore,29-04-2011,RCB,PW,PW,field,M Chinnaswamy Stadium,RCB,0,0,0,0,0,0
210,2011,Kochi,30-04-2011,DD,KTK,DD,bat,Nehru Stadium,DD,0,0,0,0,0,0
211,2011,Kolkata,30-04-2011,KXIP,KKR,KKR,field,Eden Gardens,KKR,0,0,0,0,0,0
212,2011,Jaipur,01-05-2011,PW,RR,RR,field,Sawai Mansingh Stadium,RR,0,0,0,0,0,0
213,2011,Chennai,01-05-2011,CSK,DC,CSK,bat,"MA Chidambaram Stadium, Chepauk",CSK,0,0,0,0,0,0
214,2011,Mumbai,02-05-2011,MI,KXIP,KXIP,field,Wankhede Stadium,MI,0,0,0,0,0,0
215,2011,Delhi,02-05-2011,DD,KTK,KTK,field,Feroz Shah Kotla,KTK,0,0,0,0,0,0
216,2011,Hyderabad,03-05-2011,KKR,DC,DC,field,"Rajiv Gandhi International Stadium, Uppal",KKR,0,0,0,0,0,0
217,2011,Chennai,04-05-2011,RR,CSK,RR,bat,"MA Chidambaram Stadium, Chepauk",CSK,0,0,0,0,0,0
218,2011,Mumbai,04-05-2011,MI,PW,PW,field,Dr DY Patil Sports Academy,MI,0,0,0,0,0,0
219,2011,Kochi,05-05-2011,KTK,KKR,KKR,field,Nehru Stadium,KTK,0,0,0,0,0,0
220,2011,Hyderabad,05-05-2011,DC,DD,DD,field,"Rajiv Gandhi International Stadium, Uppal",DD,0,0,0,0,0,0
221,2011,Bangalore,06-05-2011,RCB,KXIP,KXIP,field,M Chinnaswamy Stadium,RCB,0,0,0,0,0,0
222,2011,Kolkata,07-05-2011,CSK,KKR,CSK,bat,Eden Gardens,KKR,0,0,0,0,0,0
223,2011,Mumbai,07-05-2011,MI,DD,DD,field,Wankhede Stadium,MI,0,0,0,0,0,0
224,2011,Bangalore,08-05-2011,KTK,RCB,KTK,bat,M Chinnaswamy Stadium,RCB,0,0,0,0,0,0
225,2011,Chandigarh,08-05-2011,KXIP,PW,KXIP,bat,"Punjab Cricket Association Stadium, Mohali",PW,0,0,0,0,0,0
226,2011,Jaipur,09-05-2011,CSK,RR,RR,field,Sawai Mansingh Stadium,CSK,0,0,0,0,0,0
227,2011,Hyderabad,10-05-2011,DC,PW,DC,bat,"Rajiv Gandhi International Stadium, Uppal",PW,0,0,0,0,0,0
