,Unnamed: 0,id,season,city,date,home_team,away_team,toss_winner,toss_decision,venue,winner,weight_home,weight_away,totMatch_home,totMatch_away,playerPtsSum_home,playerPtsSum_away
408,408,409,2014,Sharjah,24-04-2014,KKR,RCB,RCB,field,Sharjah Cricket Stadium,KKR,0,0,16,14,1719,1436
409,409,410,2014,,25-04-2014,SH,DD,SH,bat,Dubai International Cricket Stadium,SH,0,0,14,14,1501,1116
410,410,411,2014,,25-04-2014,MI,CSK,MI,bat,Dubai International Cricket Stadium,CSK,0,0,15,16,1423,1848
411,411,412,2014,Abu Dhabi,26-04-2014,RCB,RR,RR,field,Sheikh Zayed Stadium,RR,0,0,14,14,1436,1390
412,412,413,2014,Abu Dhabi,26-04-2014,KXIP,KKR,KKR,field,Sheikh Zayed Stadium,KXIP,0,0,17,16,2031,1719
413,413,414,2014,Sharjah,27-04-2014,MI,DD,MI,bat,Sharjah Cricket Stadium,DD,0,0,15,14,1423,1116
414,414,415,2014,Sharjah,27-04-2014,SH,CSK,SH,bat,Sharjah Cricket Stadium,CSK,0,0,14,16,1501,1848
415,415,416,2014,,28-04-2014,RCB,KXIP,KXIP,field,Dubai International Cricket Stadium,KXIP,0,0,14,17,1436,2031
416,416,417,2014,Abu Dhabi,29-04-2014,RR,KKR,RR,bat,Sheikh Zayed Stadium,RR,0,0,14,16,1390,1719
417,417,418,2014,,30-04-2014,SH,MI,MI,field,Dubai International Cricket Stadium,SH,0,0,14,15,1501,1423
418,418,419,2014,Ranchi,02-05-2014,CSK,KKR,CSK,bat,JSCA International Stadium Complex,CSK,0,0,16,16,1848,1719
419,419,420,2014,Mumbai,03-05-2014,KXIP,MI,KXIP,bat,Wankhede Stadium,MI,0,0,17,15,2031,1423
420,420,421,2014,Delhi,03-05-2014,DD,RR,RR,field,Feroz Shah Kotla,RR,0,0,14,14,1116,1390
421,421,422,2014,Bangalore,04-05-2014,SH,RCB,RCB,field,M Chinnaswamy Stadium,RCB,0,0,14,14,1501,1436
422,422,423,2014,Ahmedabad,05-05-2014,RR,KKR,KKR,field,"Sardar Patel Stadium, Motera",RR,0,0,14,16,1390,1719
423,423,424,2014,Delhi,05-05-2014,DD,CSK,CSK,field,Feroz Shah Kotla,CSK,0,0,14,16,1116,1848
424,424,425,2014,Mumbai,06-05-2014,MI,RCB,RCB,field,Wankhede Stadium,MI,0,0,15,14,1423,1436
425,425,426,2014,Delhi,07-05-2014,DD,KKR,DD,bat,Feroz Shah Kotla,KKR,0,0,14,16,1116,1719
426,426,427,2014,Cuttack,07-05-2014,KXIP,CSK,CSK,field,Barabati Stadium,KXIP,0,0,17,16,2031,1848
427,427,428,2014,Ahmedabad,08-05-2014,SH,RR,RR,field,"Sardar Patel Stadium, Motera",SH,0,0,14,14,1501,1390
428,428,429,2014,Bangalore,09-05-2014,KXIP,RCB,RCB,field,M Chinnaswamy Stadium,KXIP,0,0,17,14,2031,1436
429,429,430,2014,Delhi,10-05-2014,DD,SH,SH,field,Feroz Shah Kotla,SH,0,0,14,14,1116,1501
430,430,431,2014,Mumbai,10-05-2014,MI,CSK,CSK,field,Wankhede Stadium,CSK,0,0,15,16,1423,1848
431,431,432,2014,Cuttack,11-05-2014,KXIP,KKR,KKR,field,Barabati Stadium,KKR,0,0,17,16,2031,1719
432,432,433,2014,Bangalore,11-05-2014,RCB,RR,RCB,bat,M Chinnaswamy Stadium,RR,0,0,14,14,1436,1390
433,433,434,2014,Hyderabad,12-05-2014,SH,MI,SH,bat,"Rajiv Gandhi International Stadium, Uppal",MI,0,0,14,15,1501,1423
434,434,435,2014,Ranchi,13-05-2014,RR,CSK,RR,bat,JSCA International Stadium Complex,CSK,0,0,14,16,1390,1848
435,435,436,2014,Bangalore,13-05-2014,RCB,DD,DD,field,M Chinnaswamy Stadium,RCB,0,0,14,14,1436,1116
436,436,437,2014,Hyderabad,14-05-2014,SH,KXIP,KXIP,field,"Rajiv Gandhi International Stadium, Uppal",KXIP,0,0,14,17,1501,2031
437,437,438,2014,Cuttack,14-05-2014,MI,KKR,KKR,field,Barabati Stadium,KKR,0,0,15,16,1423,1719
438,438,439,2014,Ahmedabad,15-05-2014,RR,DD,DD,field,"Sardar Patel Stadium, Motera",RR,0,0,14,14,1390,1116
439,439,440,2014,Ranchi,18-05-2014,CSK,RCB,CSK,bat,JSCA International Stadium Complex,RCB,0,0,16,14,1848,1436
440,440,441,2014,Hyderabad,18-05-2014,SH,KKR,SH,bat,"Rajiv Gandhi International Stadium, Uppal",KKR,0,0,14,16,1501,1719
441,441,442,2014,Ahmedabad,19-05-2014,MI,RR,MI,bat,"Sardar Patel Stadium, Motera",MI,0,0,15,14,1423,1390
442,442,443,2014,Delhi,19-05-2014,DD,KXIP,KXIP,field,Feroz Shah Kotla,KXIP,0,0,14,17,1116,2031
443,443,444,2014,Hyderabad,20-05-2014,RCB,SH,RCB,bat,"Rajiv Gandhi International Stadium, Uppal",SH,0,0,14,14,1436,1501
444,444,445,2014,Kolkata,20-05-2014,CSK,KKR,KKR,field,Eden Gardens,KKR,0,0,16,16,1848,1719
445,445,446,2014,Chandigarh,21-05-2014,KXIP,MI,MI,field,"Punjab Cricket Association Stadium, Mohali",MI,0,0,17,15,2031,1423
446,446,447,2014,Kolkata,22-05-2014,KKR,RCB,RCB,field,Eden Gardens,KKR,0,0,16,14,1719,1436
447,447,448,2014,Ranchi,22-05-2014,CSK,SH,SH,field,JSCA International Stadium Complex,SH,0,0,16,14,1848,1501
448,448,449,2014,Mumbai,23-05-2014,MI,DD,DD,field,Wankhede Stadium,MI,0,0,15,14,1423,1116
449,449,450,2014,Chandigarh,23-05-2014,KXIP,RR,RR,field,"Punjab Cricket Association Stadium, Mohali",KXIP,0,0,17,14,2031,1390
450,450,451,2014,Bangalore,24-05-2014,RCB,CSK,CSK,field,M Chinnaswamy Stadium,CSK,0,0,14,16,1436,1848
451,451,452,2014,Kolkata,24-05-2014,SH,KKR,KKR,field,Eden Gardens,KKR,0,0,14,16,1501,1719
452,452,453,2014,Chandigarh,25-05-2014,DD,KXIP,KXIP,field,"Punjab Cricket Association Stadium, Mohali",KXIP,0,0,14,17,1116,2031
453,453,454,2014,Mumbai,25-05-2014,RR,MI,MI,field,Wankhede Stadium,MI,0,0,14,15,1390,1423
454,454,455,2014,Kolkata,27-05-2014,KKR,KXIP,KXIP,field,Eden Gardens,KKR,0,0,16,17,1719,2031
455,455,456,2014,Mumbai,28-05-2014,MI,CSK,CSK,field,Brabourne Stadium,CSK,0,0,15,16,1423,1848
456,456,457,2014,Mumbai,30-05-2014,KXIP,CSK,CSK,field,Wankhede Stadium,KXIP,0,0,17,16,2031,1848
457,457,458,2014,Bangalore,01-06-2014,KXIP,KKR,KKR,field,M Chinnaswamy Stadium,KKR,0,0,17,16,2031,1719
458,458,459,2015,Kolkata,08-04-2015,MI,KKR,KKR,field,Eden Gardens,KKR,0,0,16,13,1949,1483
459,459,460,2015,Chennai,09-04-2015,CSK,DD,DD,field,"MA Chidambaram Stadium, Chepauk",CSK,0,0,17,14,2130,1410
460,460,461,2015,Pune,10-04-2015,RR,KXIP,KXIP,field,Maharashtra Cricket Association Stadium,RR,0,0,14,14,1485,1309
461,461,462,2015,Chennai,11-04-2015,CSK,SH,CSK,bat,"MA Chidambaram Stadium, Chepauk",CSK,0,0,17,14,2130,1436
462,462,463,2015,Kolkata,11-04-2015,KKR,RCB,RCB,field,Eden Gardens,RCB,0,0,13,16,1483,1678
463,463,464,2015,Delhi,12-04-2015,DD,RR,RR,field,Feroz Shah Kotla,RR,0,0,14,14,1410,1485
464,464,465,2015,Mumbai,12-04-2015,KXIP,MI,MI,field,Wankhede Stadium,KXIP,0,0,14,16,1309,1949
465,465,466,2015,Bangalore,13-04-2015,RCB,SH,SH,field,M Chinnaswamy Stadium,SH,0,0,16,14,1678,1436
466,466,467,2015,Ahmedabad,14-04-2015,MI,RR,MI,bat,"Sardar Patel Stadium, Motera",RR,0,0,16,14,1949,1485
467,467,468,2015,Kolkata,30-04-2015,CSK,KKR,KKR,field,Eden Gardens,KKR,0,0,17,13,2130,1483
468,468,469,2015,Pune,15-04-2015,KXIP,DD,KXIP,bat,Maharashtra Cricket Association Stadium,DD,0,0,14,14,1309,1410
469,469,470,2015,Visakhapatnam,16-04-2015,SH,RR,RR,field,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,RR,0,0,14,14,1436,1485
470,470,471,2015,Mumbai,17-04-2015,MI,CSK,MI,bat,Wankhede Stadium,CSK,0,0,16,17,1949,2130
471,471,472,2015,Visakhapatnam,18-04-2015,DD,SH,DD,bat,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,DD,0,0,14,14,1410,1436
472,472,473,2015,Pune,18-04-2015,KXIP,KKR,KKR,field,Maharashtra Cricket Association Stadium,KKR,0,0,14,13,1309,1483
473,473,474,2015,Ahmedabad,19-04-2015,CSK,RR,CSK,bat,"Sardar Patel Stadium, Motera",RR,0,0,17,14,2130,1485
474,474,475,2015,Bangalore,19-04-2015,MI,RCB,RCB,field,M Chinnaswamy Stadium,MI,0,0,16,16,1949,1678
475,475,476,2015,Delhi,20-04-2015,DD,KKR,KKR,field,Feroz Shah Kotla,KKR,0,0,14,13,1410,1483
476,476,477,2015,Ahmedabad,21-04-2015,RR,KXIP,KXIP,field,"Sardar Patel Stadium, Motera",KXIP,0,0,14,14,1485,1309
477,477,478,2015,Visakhapatnam,22-04-2015,SH,KKR,KKR,field,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,SH,0,0,14,13,1436,1483
478,478,479,2015,Bangalore,22-04-2015,CSK,RCB,RCB,field,M Chinnaswamy Stadium,CSK,0,0,17,16,2130,1678
479,479,480,2015,Delhi,23-04-2015,DD,MI,MI,field,Feroz Shah Kotla,DD,0,0,14,16,1410,1949
480,480,481,2015,Ahmedabad,24-04-2015,RR,RCB,RCB,field,"Sardar Patel Stadium, Motera",RCB,0,0,14,16,1485,1678
481,481,482,2015,Mumbai,25-04-2015,MI,SH,MI,bat,Wankhede Stadium,MI,0,0,16,14,1949,1436
482,482,483,2015,Chennai,25-04-2015,CSK,KXIP,CSK,bat,"MA Chidambaram Stadium, Chepauk",CSK,0,0,17,14,2130,1309
483,483,484,2015,Delhi,26-04-2015,DD,RCB,RCB,field,Feroz Shah Kotla,RCB,0,0,14,16,1410,1678
484,484,485,2015,Chandigarh,27-04-2015,SH,KXIP,KXIP,field,"Punjab Cricket Association Stadium, Mohali",SH,0,0,14,14,1436,1309
485,485,486,2015,Kolkata,07-05-2015,KKR,DD,KKR,bat,Eden Gardens,KKR,0,0,13,14,1483,1410
486,486,487,2015,Bangalore,29-04-2015,RCB,RR,RR,field,M Chinnaswamy Stadium,,0,0,16,14,1678,1485
487,487,488,2015,Chennai,28-04-2015,CSK,KKR,KKR,field,"MA Chidambaram Stadium, Chepauk",CSK,0,0,17,13,2130,1483
488,488,489,2015,Delhi,01-05-2015,KXIP,DD,DD,field,Feroz Shah Kotla,DD,0,0,14,14,1309,1410
489,489,490,2015,Mumbai,01-05-2015,MI,RR,RR,field,Wankhede Stadium,MI,0,0,16,14,1949,1485
490,490,491,2015,Bangalore,02-05-2015,KKR,RCB,RCB,field,M Chinnaswamy Stadium,RCB,0,0,13,16,1483,1678
491,491,492,2015,Hyderabad,02-05-2015,SH,CSK,CSK,field,"Rajiv Gandhi International Stadium, Uppal",SH,0,0,14,17,1436,2130
492,492,493,2015,Chandigarh,03-05-2015,MI,KXIP,MI,bat,"Punjab Cricket Association Stadium, Mohali",MI,0,0,16,14,1949,1309
493,493,494,2015,Mumbai,03-05-2015,RR,DD,DD,field,Brabourne Stadium,RR,0,0,14,14,1485,1410
494,494,495,2015,Chennai,04-05-2015,CSK,RCB,CSK,bat,"MA Chidambaram Stadium, Chepauk",CSK,0,0,17,16,2130,1678
495,495,496,2015,Kolkata,04-05-2015,KKR,SH,SH,field,Eden Gardens,KKR,0,0,13,14,1483,1436
496,496,497,2015,Mumbai,05-05-2015,DD,MI,DD,bat,Wankhede Stadium,MI,0,0,14,16,1410,1949
497,497,498,2015,Bangalore,06-05-2015,RCB,KXIP,KXIP,field,M Chinnaswamy Stadium,RCB,0,0,16,14,1678,1309
498,498,499,2015,Mumbai,07-05-2015,SH,RR,RR,field,Brabourne Stadium,SH,0,0,14,14,1436,1485
499,499,500,2015,Chennai,08-05-2015,CSK,MI,CSK,bat,"MA Chidambaram Stadium, Chepauk",MI,0,0,17,16,2130,1949
500,500,501,2015,Kolkata,09-05-2015,KXIP,KKR,KXIP,bat,Eden Gardens,KKR,0,0,14,13,1309,1483
501,501,502,2015,Raipur,09-05-2015,SH,DD,SH,bat,Shaheed Veer Narayan Singh International Stadium,SH,0,0,14,14,1436,1410
502,502,503,2015,Mumbai,10-05-2015,RCB,MI,RCB,bat,Wankhede Stadium,RCB,0,0,16,16,1678,1949
503,503,504,2015,Chennai,10-05-2015,CSK,RR,CSK,bat,"MA Chidambaram Stadium, Chepauk",CSK,0,0,17,14,2130,1485
504,504,505,2015,Hyderabad,11-05-2015,SH,KXIP,SH,bat,"Rajiv Gandhi International Stadium, Uppal",SH,0,0,14,14,1436,1309
505,505,506,2015,Raipur,12-05-2015,CSK,DD,CSK,bat,Shaheed Veer Narayan Singh International Stadium,DD,0,0,17,14,2130,1410
506,506,507,2015,Chandigarh,13-05-2015,KXIP,RCB,RCB,field,"Punjab Cricket Association Stadium, Mohali",KXIP,0,0,14,16,1309,1678
507,507,508,2015,Mumbai,14-05-2015,MI,KKR,KKR,field,Wankhede Stadium,MI,0,0,16,13,1949,1483
508,508,509,2015,Hyderabad,15-05-2015,SH,RCB,SH,bat,"Rajiv Gandhi International Stadium, Uppal",RCB,0,0,14,16,1436,1678
509,509,510,2015,Chandigarh,16-05-2015,KXIP,CSK,KXIP,bat,"Punjab Cricket Association Stadium, Mohali",CSK,0,0,14,17,1309,2130
510,510,511,2015,Mumbai,16-05-2015,RR,KKR,RR,bat,Brabourne Stadium,RR,0,0,14,13,1485,1483
511,511,512,2015,Bangalore,17-05-2015,DD,RCB,RCB,field,M Chinnaswamy Stadium,,0,0,14,16,1410,1678
512,512,513,2015,Hyderabad,17-05-2015,SH,MI,SH,bat,"Rajiv Gandhi International Stadium, Uppal",MI,0,0,14,16,1436,1949
513,513,514,2015,Mumbai,19-05-2015,MI,CSK,MI,bat,Wankhede Stadium,MI,0,0,16,17,1949,2130
514,514,515,2015,Pune,20-05-2015,RCB,RR,RCB,bat,Maharashtra Cricket Association Stadium,RCB,0,0,16,14,1678,1485
515,515,516,2015,Ranchi,22-05-2015,RCB,CSK,CSK,field,JSCA International Stadium Complex,CSK,0,0,16,17,1678,2130
516,516,517,2015,Kolkata,24-05-2015,MI,CSK,CSK,field,Eden Gardens,MI,0,0,16,17,1949,2130
517,517,518,2016,Mumbai,09-04-2016,MI,RPS,MI,bat,Wankhede Stadium,RPS,0,0,14,14,1537,1201
518,518,519,2016,Kolkata,10-04-2016,DD,KKR,KKR,field,Eden Gardens,KKR,0,0,14,15,1299,1505
519,519,520,2016,Chandigarh,11-04-2016,KXIP,GL,GL,field,"Punjab Cricket Association IS Bindra Stadium, Mohali",GL,0,0,14,16,1253,1704
520,520,521,2016,Bangalore,12-04-2016,RCB,SH,SH,field,M Chinnaswamy Stadium,RCB,0,0,16,17,1875,1787
521,521,522,2016,Kolkata,13-04-2016,KKR,MI,MI,field,Eden Gardens,MI,0,0,15,14,1505,1537
522,522,523,2016,Rajkot,14-04-2016,RPS,GL,RPS,bat,Saurashtra Cricket Association Stadium,GL,0,0,14,16,1201,1704
523,523,524,2016,Delhi,15-04-2016,KXIP,DD,DD,field,Feroz Shah Kotla,DD,0,0,14,14,1253,1299
524,524,525,2016,Hyderabad,16-04-2016,SH,KKR,SH,bat,"Rajiv Gandhi International Stadium, Uppal",KKR,0,0,17,15,1787,1505
525,525,526,2016,Mumbai,16-04-2016,MI,GL,GL,field,Wankhede Stadium,GL,0,0,14,16,1537,1704
526,526,527,2016,Chandigarh,17-04-2016,RPS,KXIP,RPS,bat,"Punjab Cricket Association IS Bindra Stadium, Mohali",KXIP,0,0,14,14,1201,1253
527,527,528,2016,Bangalore,17-04-2016,RCB,DD,DD,field,M Chinnaswamy Stadium,DD,0,0,16,14,1875,1299
528,528,529,2016,Hyderabad,18-04-2016,MI,SH,SH,field,"Rajiv Gandhi International Stadium, Uppal",SH,0,0,14,17,1537,1787
529,529,530,2016,Chandigarh,19-04-2016,KXIP,KKR,KKR,field,"Punjab Cricket Association IS Bindra Stadium, Mohali",KKR,0,0,14,15,1253,1505
530,530,531,2016,Mumbai,20-04-2016,RCB,MI,MI,field,Wankhede Stadium,MI,0,0,16,14,1875,1537
531,531,532,2016,Rajkot,21-04-2016,GL,SH,SH,field,Saurashtra Cricket Association Stadium,SH,0,0,16,17,1704,1787
532,532,533,2016,Pune,22-04-2016,RCB,RPS,RPS,field,Maharashtra Cricket Association Stadium,RCB,0,0,16,14,1875,1201
533,533,534,2016,Delhi,23-04-2016,DD,MI,MI,field,Feroz Shah Kotla,DD,0,0,14,14,1299,1537
534,534,535,2016,Hyderabad,23-04-2016,KXIP,SH,SH,field,"Rajiv Gandhi International Stadium, Uppal",SH,0,0,14,17,1253,1787
535,535,536,2016,Rajkot,24-04-2016,RCB,GL,RCB,bat,Saurashtra Cricket Association Stadium,GL,0,0,16,16,1875,1704
536,536,537,2016,Pune,24-04-2016,RPS,KKR,KKR,field,Maharashtra Cricket Association Stadium,KKR,0,0,14,15,1201,1505
537,537,538,2016,Chandigarh,25-04-2016,MI,KXIP,KXIP,field,"Punjab Cricket Association IS Bindra Stadium, Mohali",MI,0,0,14,14,1537,1253
538,538,539,2016,Hyderabad,26-04-2016,SH,RPS,RPS,field,"Rajiv Gandhi International Stadium, Uppal",RPS,0,0,17,14,1787,1201
539,539,540,2016,Delhi,27-04-2016,GL,DD,DD,field,Feroz Shah Kotla,GL,0,0,16,14,1704,1299
540,540,541,2016,Mumbai,28-04-2016,KKR,MI,MI,field,Wankhede Stadium,MI,0,0,15,14,1505,1537
541,541,542,2016,Pune,29-04-2016,RPS,GL,GL,field,Maharashtra Cricket Association Stadium,GL,0,0,14,16,1201,1704
542,542,543,2016,Delhi,30-04-2016,DD,KKR,KKR,field,Feroz Shah Kotla,DD,0,0,14,15,1299,1505
543,543,544,2016,Hyderabad,30-04-2016,SH,RCB,RCB,field,"Rajiv Gandhi International Stadium, Uppal",SH,0,0,17,16,1787,1875
544,544,545,2016,Rajkot,01-05-2016,KXIP,GL,GL,field,Saurashtra Cricket Association Stadium,KXIP,0,0,14,16,1253,1704
545,545,546,2016,Pune,01-05-2016,RPS,MI,MI,field,Maharashtra Cricket Association Stadium,MI,0,0,14,14,1201,1537
546,546,547,2016,Bangalore,02-05-2016,RCB,KKR,KKR,field,M Chinnaswamy Stadium,KKR,0,0,16,15,1875,1505
547,547,548,2016,Rajkot,03-05-2016,GL,DD,DD,field,Saurashtra Cricket Association Stadium,DD,0,0,16,14,1704,1299
548,548,549,2016,Kolkata,04-05-2016,KKR,KXIP,KXIP,field,Eden Gardens,KKR,0,0,15,14,1505,1253
549,549,550,2016,Delhi,05-05-2016,DD,RPS,RPS,field,Feroz Shah Kotla,RPS,0,0,14,14,1299,1201
550,550,551,2016,Hyderabad,06-05-2016,GL,SH,SH,field,"Rajiv Gandhi International Stadium, Uppal",SH,0,0,16,17,1704,1787
551,551,552,2016,Bangalore,07-05-2016,RPS,RCB,RCB,field,M Chinnaswamy Stadium,RCB,0,0,14,16,1201,1875
552,552,553,2016,Chandigarh,07-05-2016,KXIP,DD,DD,field,"Punjab Cricket Association IS Bindra Stadium, Mohali",KXIP,0,0,14,14,1253,1299
553,553,554,2016,Visakhapatnam,08-05-2016,SH,MI,MI,field,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,SH,0,0,17,14,1787,1537
554,554,555,2016,Kolkata,08-05-2016,KKR,GL,GL,field,Eden Gardens,GL,0,0,15,16,1505,1704
555,555,556,2016,Chandigarh,09-05-2016,RCB,KXIP,KXIP,field,"Punjab Cricket Association IS Bindra Stadium, Mohali",RCB,0,0,16,14,1875,1253
556,556,557,2016,Visakhapatnam,10-05-2016,SH,RPS,SH,bat,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,SH,0,0,17,14,1787,1201
557,557,558,2016,Bangalore,11-05-2016,RCB,MI,MI,field,M Chinnaswamy Stadium,MI,0,0,16,14,1875,1537
558,558,559,2016,Hyderabad,12-05-2016,SH,DD,DD,field,"Rajiv Gandhi International Stadium, Uppal",DD,0,0,17,14,1787,1299
559,559,560,2016,Visakhapatnam,13-05-2016,MI,KXIP,MI,bat,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,KXIP,0,0,14,14,1537,1253
560,560,561,2016,Bangalore,14-05-2016,RCB,GL,GL,field,M Chinnaswamy Stadium,RCB,0,0,16,16,1875,1704
561,561,562,2016,Kolkata,14-05-2016,RPS,KKR,RPS,bat,Eden Gardens,KKR,0,0,14,15,1201,1505
562,562,563,2016,Chandigarh,15-05-2016,KXIP,SH,KXIP,bat,"Punjab Cricket Association IS Bindra Stadium, Mohali",SH,0,0,14,17,1253,1787
563,563,564,2016,Visakhapatnam,15-05-2016,MI,DD,DD,field,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,MI,0,0,14,14,1537,1299
564,564,565,2016,Kolkata,16-05-2016,KKR,RCB,RCB,field,Eden Gardens,RCB,0,0,15,16,1505,1875
565,565,566,2016,Visakhapatnam,17-05-2016,DD,RPS,RPS,field,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,RPS,0,0,14,14,1299,1201
566,566,567,2016,Bangalore,18-05-2016,RCB,KXIP,KXIP,field,M Chinnaswamy Stadium,RCB,0,0,16,14,1875,1253
567,567,568,2016,Kanpur,19-05-2016,KKR,GL,GL,field,Green Park,GL,0,0,15,16,1505,1704
568,568,569,2016,Raipur,20-05-2016,SH,DD,DD,field,Shaheed Veer Narayan Singh International Stadium,DD,0,0,17,14,1787,1299
569,569,570,2016,Visakhapatnam,21-05-2016,KXIP,RPS,KXIP,bat,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,RPS,0,0,14,14,1253,1201
570,570,571,2016,Kanpur,21-05-2016,MI,GL,GL,field,Green Park,GL,0,0,14,16,1537,1704
571,571,572,2016,Kolkata,22-05-2016,KKR,SH,SH,field,Eden Gardens,KKR,0,0,15,17,1505,1787
572,572,573,2016,Raipur,22-05-2016,DD,RCB,RCB,field,Shaheed Veer Narayan Singh International Stadium,RCB,0,0,14,16,1299,1875
573,573,574,2016,Bangalore,24-05-2016,GL,RCB,RCB,field,M Chinnaswamy Stadium,RCB,0,0,16,16,1704,1875
574,574,575,2016,Delhi,25-05-2016,SH,KKR,KKR,field,Feroz Shah Kotla,SH,0,0,17,15,1787,1505
575,575,576,2016,Delhi,27-05-2016,GL,SH,SH,field,Feroz Shah Kotla,SH,0,0,16,17,1704,1787
576,576,577,2016,Bangalore,29-05-2016,SH,RCB,SH,bat,M Chinnaswamy Stadium,SH,0,0,17,16,1787,1875
577,577,578,2017,Hyderabad,05-04-2017,SH,RCB,RCB,field,"Rajiv Gandhi International Stadium, Uppal",SH,0,0,14,13,1461,1169
578,578,579,2017,Pune,06-04-2017,MI,RPS,RPS,field,Maharashtra Cricket Association Stadium,RPS,0,0,17,16,1787,1795
579,579,580,2017,Rajkot,07-04-2017,GL,KKR,KKR,field,Saurashtra Cricket Association Stadium,KKR,0,0,14,16,1360,1643
580,580,581,2017,Indore,08-04-2017,RPS,KXIP,KXIP,field,Holkar Cricket Stadium,KXIP,0,0,16,14,1795,1428
581,581,582,2017,Bangalore,08-04-2017,RCB,DD,RCB,bat,M Chinnaswamy Stadium,RCB,0,0,13,14,1169,1450
582,582,583,2017,Hyderabad,09-04-2017,GL,SH,SH,field,"Rajiv Gandhi International Stadium, Uppal",SH,0,0,14,14,1360,1461
583,583,584,2017,Mumbai,09-04-2017,KKR,MI,MI,field,Wankhede Stadium,MI,0,0,16,17,1643,1787
584,584,585,2017,Indore,10-04-2017,RCB,KXIP,RCB,bat,Holkar Cricket Stadium,KXIP,0,0,13,14,1169,1428
585,585,586,2017,Pune,11-04-2017,DD,RPS,RPS,field,Maharashtra Cricket Association Stadium,DD,0,0,14,16,1450,1795
586,586,587,2017,Mumbai,12-04-2017,SH,MI,MI,field,Wankhede Stadium,MI,0,0,14,17,1461,1787
587,587,588,2017,Kolkata,13-04-2017,KXIP,KKR,KKR,field,Eden Gardens,KKR,0,0,14,16,1428,1643
588,588,589,2017,Bangalore,14-04-2017,RCB,MI,MI,field,M Chinnaswamy Stadium,MI,0,0,13,17,1169,1787
589,589,590,2017,Rajkot,14-04-2017,RPS,GL,GL,field,Saurashtra Cricket Association Stadium,GL,0,0,16,14,1795,1360
590,590,591,2017,Kolkata,15-04-2017,KKR,SH,SH,field,Eden Gardens,KKR,0,0,16,14,1643,1461
591,591,592,2017,Delhi,15-04-2017,DD,KXIP,DD,bat,Feroz Shah Kotla,DD,0,0,14,14,1450,1428
592,592,593,2017,Mumbai,16-04-2017,GL,MI,MI,field,Wankhede Stadium,MI,0,0,14,17,1360,1787
593,593,594,2017,Bangalore,16-04-2017,RPS,RCB,RCB,field,M Chinnaswamy Stadium,RPS,0,0,16,13,1795,1169
594,594,595,2017,Delhi,17-04-2017,DD,KKR,DD,bat,Feroz Shah Kotla,KKR,0,0,14,16,1450,1643
595,595,596,2017,Hyderabad,17-04-2017,SH,KXIP,KXIP,field,"Rajiv Gandhi International Stadium, Uppal",SH,0,0,14,14,1461,1428
596,596,597,2017,Rajkot,18-04-2017,RCB,GL,GL,field,Saurashtra Cricket Association Stadium,RCB,0,0,13,14,1169,1360
597,597,598,2017,Hyderabad,19-04-2017,SH,DD,SH,bat,"Rajiv Gandhi International Stadium, Uppal",SH,0,0,14,14,1461,1450
598,598,599,2017,Indore,20-04-2017,KXIP,MI,MI,field,Holkar Cricket Stadium,MI,0,0,14,17,1428,1787
599,599,600,2017,Kolkata,21-04-2017,KKR,GL,GL,field,Eden Gardens,GL,0,0,16,14,1643,1360
600,600,601,2017,Mumbai,22-04-2017,MI,DD,DD,field,Wankhede Stadium,MI,0,0,17,14,1787,1450
601,601,602,2017,Pune,22-04-2017,SH,RPS,RPS,field,Maharashtra Cricket Association Stadium,RPS,0,0,14,16,1461,1795
602,602,603,2017,Rajkot,23-04-2017,KXIP,GL,GL,field,Saurashtra Cricket Association Stadium,KXIP,0,0,14,14,1428,1360
603,603,604,2017,Kolkata,23-04-2017,KKR,RCB,RCB,field,Eden Gardens,KKR,0,0,16,13,1643,1169
604,604,605,2017,Mumbai,24-04-2017,RPS,MI,MI,field,Wankhede Stadium,RPS,0,0,16,17,1795,1787
605,605,606,2017,Pune,26-04-2017,RPS,KKR,KKR,field,Maharashtra Cricket Association Stadium,KKR,0,0,16,16,1795,1643
606,606,607,2017,Bangalore,27-04-2017,RCB,GL,GL,field,M Chinnaswamy Stadium,GL,0,0,13,14,1169,1360
607,607,608,2017,Kolkata,28-04-2017,DD,KKR,KKR,field,Eden Gardens,KKR,0,0,14,16,1450,1643
608,608,609,2017,Chandigarh,28-04-2017,SH,KXIP,KXIP,field,"Punjab Cricket Association IS Bindra Stadium, Mohali",SH,0,0,14,14,1461,1428
609,609,610,2017,Pune,29-04-2017,RPS,RCB,RCB,field,Maharashtra Cricket Association Stadium,RPS,0,0,16,13,1795,1169
610,610,611,2017,Rajkot,29-04-2017,GL,MI,GL,bat,Saurashtra Cricket Association Stadium,MI,0,0,14,17,1360,1787
