id,season,city,date,home_team,away_team,toss_winner,toss_decision,venue,winner,weight_home,weight_away,totMatch_home,totMatch_away,playerPtsSum_home,playerPtsSum_away
197,2011,Chandigarh,21-04-2011,KXIP,RR,RR,field,"Punjab Cricket Association Stadium, Mohali",KXIP,116,91.38461538,14,13,1624,1188
198,2011,Mumbai,22-04-2011,MI,CSK,CSK,field,Wankhede Stadium,MI,101.125,110.8125,16,16,1618,1773
199,2011,Kolkata,22-04-2011,KKR,RCB,RCB,field,Eden Gardens,RCB,102.7333333,108.5625,15,16,1541,1737
200,2011,Delhi,23-04-2011,DD,KXIP,KXIP,field,Feroz Shah Kotla,DD,96.42857143,116,14,14,1350,1624
201,2011,Hyderabad,24-04-2011,MI,DC,DC,field,"Rajiv Gandhi International Stadium, Uppal",MI,101.125,115.5,16,14,1618,1617
202,2011,Jaipur,24-04-2011,KTK,RR,RR,field,Sawai Mansingh Stadium,RR,95.57142857,91.38461538,14,13,1338,1188
203,2011,Chennai,25-04-2011,CSK,PW,PW,field,"MA Chidambaram Stadium, Chepauk",CSK,110.8125,93.35714286,16,14,1773,1307
204,2011,Delhi,26-04-2011,DD,RCB,RCB,field,Feroz Shah Kotla,RCB,96.42857143,108.5625,14,16,1350,1737
205,2011,Mumbai,27-04-2011,PW,CSK,PW,bat,Dr DY Patil Sports Academy,CSK,93.35714286,110.8125,14,16,1307,1773
206,2011,Kochi,27-04-2011,DC,KTK,KTK,field,Nehru Stadium,DC,115.5,95.57142857,14,14,1617,1338
207,2011,Delhi,28-04-2011,KKR,DD,DD,field,Feroz Shah Kotla,KKR,102.7333333,96.42857143,15,14,1541,1350
208,2011,Jaipur,29-04-2011,MI,RR,RR,field,Sawai Mansingh Stadium,RR,101.125,91.38461538,16,13,1618,1188
209,2011,Bangalore,29-04-2011,RCB,PW,PW,field,M Chinnaswamy Stadium,RCB,108.5625,93.35714286,16,14,1737,1307
210,2011,Kochi,30-04-2011,DD,KTK,DD,bat,Nehru Stadium,DD,96.42857143,95.57142857,14,14,1350,1338
211,2011,Kolkata,30-04-2011,KXIP,KKR,KKR,field,Eden Gardens,KKR,116,102.7333333,14,15,1624,1541
212,2011,Jaipur,01-05-2011,PW,RR,RR,field,Sawai Mansingh Stadium,RR,93.35714286,91.38461538,14,13,1307,1188
213,2011,Chennai,01-05-2011,CSK,DC,CSK,bat,"MA Chidambaram Stadium, Chepauk",CSK,110.8125,115.5,16,14,1773,1617
214,2011,Mumbai,02-05-2011,MI,KXIP,KXIP,field,Wankhede Stadium,MI,101.125,116,16,14,1618,1624
215,2011,Delhi,02-05-2011,DD,KTK,KTK,field,Feroz Shah Kotla,KTK,96.42857143,95.57142857,14,14,1350,1338
216,2011,Hyderabad,03-05-2011,KKR,DC,DC,field,"Rajiv Gandhi International Stadium, Uppal",KKR,102.7333333,115.5,15,14,1541,1617
217,2011,Chennai,04-05-2011,RR,CSK,RR,bat,"MA Chidambaram Stadium, Chepauk",CSK,91.38461538,110.8125,13,16,1188,1773
218,2011,Mumbai,04-05-2011,MI,PW,PW,field,Dr DY Patil Sports Academy,MI,101.125,93.35714286,16,14,1618,1307
219,2011,Kochi,05-05-2011,KTK,KKR,KKR,field,Nehru Stadium,KTK,95.57142857,102.7333333,14,15,1338,1541
220,2011,Hyderabad,05-05-2011,DC,DD,DD,field,"Rajiv Gandhi International Stadium, Uppal",DD,115.5,96.42857143,14,14,1617,1350
221,2011,Bangalore,06-05-2011,RCB,KXIP,KXIP,field,M Chinnaswamy Stadium,RCB,108.5625,116,16,14,1737,1624
222,2011,Kolkata,07-05-2011,CSK,KKR,CSK,bat,Eden Gardens,KKR,110.8125,102.7333333,16,15,1773,1541
223,2011,Mumbai,07-05-2011,MI,DD,DD,field,Wankhede Stadium,MI,101.125,96.42857143,16,14,1618,1350
224,2011,Bangalore,08-05-2011,KTK,RCB,KTK,bat,M Chinnaswamy Stadium,RCB,95.57142857,108.5625,14,16,1338,1737
225,2011,Chandigarh,08-05-2011,KXIP,PW,KXIP,bat,"Punjab Cricket Association Stadium, Mohali",PW,116,93.35714286,14,14,1624,1307
226,2011,Jaipur,09-05-2011,CSK,RR,RR,field,Sawai Mansingh Stadium,CSK,110.8125,91.38461538,16,13,1773,1188
227,2011,Hyderabad,10-05-2011,DC,PW,DC,bat,"Rajiv Gandhi International Stadium, Uppal",PW,115.5,93.35714286,14,14,1617,1307
228,2011,Chandigarh,10-05-2011,KXIP,MI,MI,field,"Punjab Cricket Association Stadium, Mohali",KXIP,116,101.125,14,16,1624,1618
229,2011,Jaipur,11-05-2011,RR,RCB,RCB,field,Sawai Mansingh Stadium,RCB,91.38461538,108.5625,13,16,1188,1737
230,2011,Chennai,12-05-2011,CSK,DD,CSK,bat,"MA Chidambaram Stadium, Chepauk",CSK,110.8125,96.42857143,16,14,1773,1350
231,2011,Indore,13-05-2011,KTK,KXIP,KXIP,field,Holkar Cricket Stadium,KXIP,95.57142857,116,14,14,1338,1624
232,2011,Bangalore,14-05-2011,KKR,RCB,RCB,field,M Chinnaswamy Stadium,RCB,102.7333333,108.5625,15,16,1541,1737
233,2011,Mumbai,14-05-2011,DC,MI,DC,bat,Wankhede Stadium,DC,115.5,101.125,14,16,1617,1618
234,2011,Dharamsala,15-05-2011,KXIP,DD,DD,field,Himachal Pradesh Cricket Association Stadium,KXIP,116,96.42857143,14,14,1624,1350
235,2011,Indore,15-05-2011,RR,KTK,KTK,field,Holkar Cricket Stadium,KTK,91.38461538,95.57142857,13,14,1188,1338
236,2011,Mumbai,16-05-2011,PW,DC,DC,field,Dr DY Patil Sports Academy,DC,93.35714286,115.5,14,14,1307,1617
237,2011,Dharamsala,17-05-2011,KXIP,RCB,KXIP,bat,Himachal Pradesh Cricket Association Stadium,KXIP,116,108.5625,14,16,1624,1737
238,2011,Chennai,18-05-2011,CSK,KTK,CSK,bat,"MA Chidambaram Stadium, Chepauk",CSK,110.8125,95.57142857,16,14,1773,1338
239,2011,Mumbai,19-05-2011,PW,KKR,KKR,field,Dr DY Patil Sports Academy,KKR,93.35714286,102.7333333,14,15,1307,1541
240,2011,Mumbai,20-05-2011,MI,RR,MI,bat,Wankhede Stadium,RR,101.125,91.38461538,16,13,1618,1188
241,2011,Dharamsala,21-05-2011,DC,KXIP,KXIP,field,Himachal Pradesh Cricket Association Stadium,DC,115.5,116,14,14,1617,1624
242,2011,Delhi,21-05-2011,DD,PW,DD,bat,Feroz Shah Kotla,,96.42857143,93.35714286,14,14,1350,1307
243,2011,Bangalore,22-05-2011,CSK,RCB,RCB,field,M Chinnaswamy Stadium,RCB,110.8125,108.5625,16,16,1773,1737
244,2011,Kolkata,22-05-2011,KKR,MI,MI,field,Eden Gardens,MI,102.7333333,101.125,15,16,1541,1618
245,2011,Mumbai,24-05-2011,RCB,CSK,CSK,field,Wankhede Stadium,CSK,108.5625,110.8125,16,16,1737,1773
246,2011,Mumbai,25-05-2011,KKR,MI,MI,field,Wankhede Stadium,MI,102.7333333,101.125,15,16,1541,1618
247,2011,Chennai,27-05-2011,RCB,MI,MI,field,"MA Chidambaram Stadium, Chepauk",RCB,108.5625,101.125,16,16,1737,1618
248,2011,Chennai,28-05-2011,CSK,RCB,CSK,bat,"MA Chidambaram Stadium, Chepauk",CSK,110.8125,108.5625,16,16,1773,1737
249,2012,Chennai,04-04-2012,CSK,MI,MI,field,"MA Chidambaram Stadium, Chepauk",MI,103.6111111,103.4117647,18,17,1865,1758
250,2012,Kolkata,05-04-2012,KKR,DD,DD,field,Eden Gardens,DD,93.76470588,90.33333333,17,18,1594,1626
251,2012,Mumbai,06-04-2012,PW,MI,MI,field,Wankhede Stadium,PW,75.8125,103.4117647,16,17,1213,1758
252,2012,Jaipur,06-04-2012,RR,KXIP,KXIP,field,Sawai Mansingh Stadium,RR,84.6875,98.5,16,16,1355,1576
253,2012,Bangalore,07-04-2012,RCB,DD,DD,field,M Chinnaswamy Stadium,RCB,114.7333333,90.33333333,15,18,1721,1626
254,2012,Visakhapatnam,07-04-2012,CSK,DC,DC,field,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,CSK,103.6111111,98.46666667,18,15,1865,1477
255,2012,Jaipur,08-04-2012,RR,KKR,KKR,field,Sawai Mansingh Stadium,RR,84.6875,93.76470588,16,17,1355,1594
256,2012,Pune,08-04-2012,PW,KXIP,PW,bat,Subrata Roy Sahara Stadium,PW,75.8125,98.5,16,16,1213,1576
257,2012,Visakhapatnam,09-04-2012,DC,MI,DC,bat,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,MI,98.46666667,103.4117647,15,17,1477,1758
258,2012,Bangalore,10-04-2012,KKR,RCB,RCB,field,M Chinnaswamy Stadium,KKR,93.76470588,114.7333333,17,15,1594,1721
259,2012,Delhi,10-04-2012,CSK,DD,DD,field,Feroz Shah Kotla,DD,103.6111111,90.33333333,18,18,1865,1626
260,2012,Mumbai,11-04-2012,MI,RR,RR,field,Wankhede Stadium,MI,103.4117647,84.6875,17,16,1758,1355
261,2012,Chennai,12-04-2012,RCB,CSK,RCB,bat,"MA Chidambaram Stadium, Chepauk",CSK,114.7333333,103.6111111,15,18,1721,1865
262,2012,Chandigarh,12-04-2012,PW,KXIP,KXIP,field,"Punjab Cricket Association Stadium, Mohali",KXIP,75.8125,98.5,16,16,1213,1576
263,2012,Kolkata,13-04-2012,RR,KKR,RR,bat,Eden Gardens,KKR,84.6875,93.76470588,16,17,1355,1594
264,2012,Delhi,19-04-2012,DC,DD,DC,bat,Feroz Shah Kotla,DD,98.46666667,90.33333333,15,18,1477,1626
265,2012,Pune,14-04-2012,CSK,PW,CSK,bat,Subrata Roy Sahara Stadium,PW,103.6111111,75.8125,18,16,1865,1213
266,2012,Kolkata,15-04-2012,KXIP,KKR,KKR,field,Eden Gardens,KXIP,98.5,93.76470588,16,17,1576,1594
267,2012,Bangalore,15-04-2012,RR,RCB,RR,bat,M Chinnaswamy Stadium,RR,84.6875,114.7333333,16,15,1355,1721
268,2012,Mumbai,16-04-2012,MI,DD,DD,field,Wankhede Stadium,DD,103.4117647,90.33333333,17,18,1758,1626
269,2012,Jaipur,17-04-2012,DC,RR,DC,bat,Sawai Mansingh Stadium,RR,98.46666667,84.6875,15,16,1477,1355
270,2012,Bangalore,17-04-2012,PW,RCB,PW,bat,M Chinnaswamy Stadium,RCB,75.8125,114.7333333,16,15,1213,1721
271,2012,Chandigarh,18-04-2012,KXIP,KKR,KXIP,bat,"Punjab Cricket Association Stadium, Mohali",KKR,98.5,93.76470588,16,17,1576,1594
272,2012,Hyderabad,10-05-2012,DC,DD,DC,bat,"Rajiv Gandhi International Stadium, Uppal",DD,98.46666667,90.33333333,15,18,1477,1626
273,2012,Chennai,19-04-2012,CSK,PW,PW,field,"MA Chidambaram Stadium, Chepauk",CSK,103.6111111,75.8125,18,16,1865,1213
274,2012,Chandigarh,20-04-2012,KXIP,RCB,RCB,field,"Punjab Cricket Association Stadium, Mohali",RCB,98.5,114.7333333,16,15,1576,1721
275,2012,Chennai,21-04-2012,RR,CSK,RR,bat,"MA Chidambaram Stadium, Chepauk",CSK,84.6875,103.6111111,16,18,1355,1865
276,2012,Delhi,21-04-2012,PW,DD,DD,field,Feroz Shah Kotla,PW,75.8125,90.33333333,16,18,1213,1626
277,2012,Mumbai,22-04-2012,MI,KXIP,MI,bat,Wankhede Stadium,KXIP,103.4117647,98.5,17,16,1758,1576
278,2012,Cuttack,22-04-2012,DC,KKR,KKR,field,Barabati Stadium,KKR,98.46666667,93.76470588,15,17,1477,1594
279,2012,Jaipur,23-04-2012,RCB,RR,RR,field,Sawai Mansingh Stadium,RCB,114.7333333,84.6875,15,16,1721,1355
280,2012,Pune,24-04-2012,PW,DD,PW,bat,Subrata Roy Sahara Stadium,DD,75.8125,90.33333333,16,18,1213,1626
281,2012,Chandigarh,25-04-2012,KXIP,MI,KXIP,bat,"Punjab Cricket Association Stadium, Mohali",MI,98.5,103.4117647,16,17,1576,1758
282,2012,Pune,26-04-2012,DC,PW,DC,bat,Subrata Roy Sahara Stadium,DC,98.46666667,75.8125,15,16,1477,1213
283,2012,Delhi,27-04-2012,DD,MI,MI,field,Feroz Shah Kotla,DD,90.33333333,103.4117647,18,17,1626,1758
284,2012,Chennai,28-04-2012,KXIP,CSK,KXIP,bat,"MA Chidambaram Stadium, Chepauk",KXIP,98.5,103.6111111,16,18,1576,1865
285,2012,Kolkata,28-04-2012,KKR,RCB,KKR,bat,Eden Gardens,KKR,93.76470588,114.7333333,17,15,1594,1721
286,2012,Delhi,29-04-2012,DD,RR,DD,bat,Feroz Shah Kotla,DD,90.33333333,84.6875,18,16,1626,1355
287,2012,Mumbai,29-04-2012,DC,MI,MI,field,Wankhede Stadium,MI,98.46666667,103.4117647,15,17,1477,1758
288,2012,Chennai,30-04-2012,CSK,KKR,CSK,bat,"MA Chidambaram Stadium, Chepauk",KKR,103.6111111,93.76470588,18,17,1865,1594
289,2012,Cuttack,01-05-2012,DC,PW,DC,bat,Barabati Stadium,DC,98.46666667,75.8125,15,16,1477,1213
290,2012,Jaipur,01-05-2012,RR,DD,RR,bat,Sawai Mansingh Stadium,DD,84.6875,90.33333333,16,18,1355,1626
291,2012,Bangalore,02-05-2012,RCB,KXIP,KXIP,field,M Chinnaswamy Stadium,KXIP,114.7333333,98.5,15,16,1721,1576
292,2012,Pune,03-05-2012,MI,PW,MI,bat,Subrata Roy Sahara Stadium,MI,103.4117647,75.8125,17,16,1758,1213
293,2012,Chennai,04-05-2012,CSK,DC,CSK,bat,"MA Chidambaram Stadium, Chepauk",CSK,103.6111111,98.46666667,18,15,1865,1477
294,2012,Kolkata,05-05-2012,KKR,PW,KKR,bat,Eden Gardens,KKR,93.76470588,75.8125,17,16,1594,1213
295,2012,Chandigarh,05-05-2012,RR,KXIP,RR,bat,"Punjab Cricket Association Stadium, Mohali",RR,84.6875,98.5,16,16,1355,1576
296,2012,Mumbai,06-05-2012,CSK,MI,MI,field,Wankhede Stadium,MI,103.6111111,103.4117647,18,17,1865,1758
297,2012,Bangalore,06-05-2012,DC,RCB,RCB,field,M Chinnaswamy Stadium,RCB,98.46666667,114.7333333,15,15,1477,1721
298,2012,Delhi,07-05-2012,DD,KKR,DD,bat,Feroz Shah Kotla,KKR,90.33333333,93.76470588,18,17,1626,1594
299,2012,Pune,08-05-2012,PW,RR,PW,bat,Subrata Roy Sahara Stadium,RR,75.8125,84.6875,16,16,1213,1355
300,2012,Hyderabad,08-05-2012,KXIP,DC,DC,field,"Rajiv Gandhi International Stadium, Uppal",KXIP,98.5,98.46666667,16,15,1576,1477
301,2012,Mumbai,09-05-2012,MI,RCB,RCB,field,Wankhede Stadium,RCB,103.4117647,114.7333333,17,15,1758,1721
302,2012,Jaipur,10-05-2012,RR,CSK,CSK,field,Sawai Mansingh Stadium,CSK,84.6875,103.6111111,16,18,1355,1865
303,2012,Pune,11-05-2012,RCB,PW,PW,field,Subrata Roy Sahara Stadium,RCB,114.7333333,75.8125,15,16,1721,1213
304,2012,Kolkata,12-05-2012,MI,KKR,MI,bat,Eden Gardens,MI,103.4117647,93.76470588,17,17,1758,1594
305,2012,Chennai,12-05-2012,DD,CSK,CSK,field,"MA Chidambaram Stadium, Chepauk",CSK,90.33333333,103.6111111,18,18,1626,1865
306,2012,Jaipur,13-05-2012,RR,PW,RR,bat,Sawai Mansingh Stadium,RR,84.6875,75.8125,16,16,1355,1213
307,2012,Chandigarh,13-05-2012,DC,KXIP,DC,bat,"Punjab Cricket Association Stadium, Mohali",KXIP,98.46666667,98.5,15,16,1477,1576
308,2012,Bangalore,14-05-2012,RCB,MI,MI,field,M Chinnaswamy Stadium,MI,114.7333333,103.4117647,15,17,1721,1758
309,2012,Kolkata,14-05-2012,KKR,CSK,CSK,field,Eden Gardens,CSK,93.76470588,103.6111111,17,18,1594,1865
310,2012,Delhi,15-05-2012,KXIP,DD,KXIP,bat,Feroz Shah Kotla,DD,98.5,90.33333333,16,18,1576,1626
311,2012,Mumbai,16-05-2012,KKR,MI,MI,field,Wankhede Stadium,KKR,93.76470588,103.4117647,17,17,1594,1758
312,2012,Dharamsala,17-05-2012,CSK,KXIP,KXIP,field,Himachal Pradesh Cricket Association Stadium,KXIP,103.6111111,98.5,18,16,1865,1576
313,2012,Delhi,17-05-2012,RCB,DD,DD,field,Feroz Shah Kotla,RCB,114.7333333,90.33333333,15,18,1721,1626
314,2012,Hyderabad,18-05-2012,RR,DC,RR,bat,"Rajiv Gandhi International Stadium, Uppal",DC,84.6875,98.46666667,16,15,1355,1477
315,2012,Dharamsala,19-05-2012,KXIP,DD,DD,field,Himachal Pradesh Cricket Association Stadium,DD,98.5,90.33333333,16,18,1576,1626
316,2012,Pune,19-05-2012,KKR,PW,KKR,bat,Subrata Roy Sahara Stadium,KKR,93.76470588,75.8125,17,16,1594,1213
317,2012,Hyderabad,20-05-2012,DC,RCB,RCB,field,"Rajiv Gandhi International Stadium, Uppal",DC,98.46666667,114.7333333,15,15,1477,1721
318,2012,Jaipur,20-05-2012,RR,MI,RR,bat,Sawai Mansingh Stadium,MI,84.6875,103.4117647,16,17,1355,1758
319,2012,Pune,22-05-2012,KKR,DD,KKR,bat,Subrata Roy Sahara Stadium,KKR,93.76470588,90.33333333,17,18,1594,1626
320,2012,Bangalore,23-05-2012,CSK,MI,MI,field,M Chinnaswamy Stadium,CSK,103.6111111,103.4117647,18,17,1865,1758
321,2012,Chennai,25-05-2012,CSK,DD,DD,field,"MA Chidambaram Stadium, Chepauk",CSK,103.6111111,90.33333333,18,18,1865,1626
322,2012,Chennai,27-05-2012,CSK,KKR,CSK,bat,"MA Chidambaram Stadium, Chepauk",KKR,103.6111111,93.76470588,18,17,1865,1594
323,2013,Kolkata,03-04-2013,DD,KKR,KKR,field,Eden Gardens,KKR,90.8125,101.1875,16,16,1453,1619
324,2013,Bangalore,04-04-2013,RCB,MI,MI,field,M Chinnaswamy Stadium,RCB,112.9375,117.1578947,16,19,1807,2226
325,2013,Hyderabad,05-04-2013,SH,PW,PW,field,"Rajiv Gandhi International Stadium, Uppal",SH,110.7647059,90.375,17,16,1883,1446
326,2013,Delhi,06-04-2013,RR,DD,RR,bat,Feroz Shah Kotla,RR,109.2777778,90.8125,18,16,1967,1453
327,2013,Chennai,06-04-2013,MI,CSK,MI,bat,"MA Chidambaram Stadium, Chepauk",MI,117.1578947,117.2777778,19,18,2226,2111
328,2013,Pune,07-04-2013,PW,KXIP,PW,bat,Subrata Roy Sahara Stadium,KXIP,90.375,94.25,16,16,1446,1508
329,2013,Hyderabad,07-04-2013,RCB,SH,RCB,bat,"Rajiv Gandhi International Stadium, Uppal",SH,112.9375,110.7647059,16,17,1807,1883
330,2013,Jaipur,08-04-2013,RR,KKR,KKR,field,Sawai Mansingh Stadium,RR,109.2777778,101.1875,18,16,1967,1619
331,2013,Mumbai,09-04-2013,MI,DD,MI,bat,Wankhede Stadium,MI,117.1578947,90.8125,19,16,2226,1453
332,2013,Chandigarh,10-04-2013,KXIP,CSK,CSK,field,"Punjab Cricket Association Stadium, Mohali",CSK,94.25,117.2777778,16,18,1508,2111
333,2013,Bangalore,11-04-2013,KKR,RCB,RCB,field,M Chinnaswamy Stadium,RCB,101.1875,112.9375,16,16,1619,1807
334,2013,Pune,11-04-2013,RR,PW,RR,bat,Subrata Roy Sahara Stadium,PW,109.2777778,90.375,18,16,1967,1446
335,2013,Delhi,12-04-2013,DD,SH,DD,bat,Feroz Shah Kotla,SH,90.8125,110.7647059,16,17,1453,1883
336,2013,Mumbai,13-04-2013,MI,PW,MI,bat,Wankhede Stadium,MI,117.1578947,90.375,19,16,2226,1446
337,2013,Chennai,13-04-2013,RCB,CSK,CSK,field,"MA Chidambaram Stadium, Chepauk",CSK,112.9375,117.2777778,16,18,1807,2111
338,2013,Kolkata,14-04-2013,KKR,SH,KKR,bat,Eden Gardens,KKR,101.1875,110.7647059,16,17,1619,1883
339,2013,Jaipur,14-04-2013,KXIP,RR,RR,field,Sawai Mansingh Stadium,RR,94.25,109.2777778,16,18,1508,1967
340,2013,Chennai,15-04-2013,PW,CSK,PW,bat,"MA Chidambaram Stadium, Chepauk",PW,90.375,117.2777778,16,18,1446,2111
341,2013,Chandigarh,16-04-2013,KXIP,KKR,KKR,field,"Punjab Cricket Association Stadium, Mohali",KXIP,94.25,101.1875,16,16,1508,1619
342,2013,Bangalore,16-04-2013,DD,RCB,RCB,field,M Chinnaswamy Stadium,RCB,90.8125,112.9375,16,16,1453,1807
343,2013,Pune,17-04-2013,SH,PW,PW,field,Subrata Roy Sahara Stadium,SH,110.7647059,90.375,17,16,1883,1446
344,2013,Jaipur,17-04-2013,RR,MI,RR,bat,Sawai Mansingh Stadium,RR,109.2777778,117.1578947,18,19,1967,2226
345,2013,Delhi,18-04-2013,CSK,DD,CSK,bat,Feroz Shah Kotla,CSK,117.2777778,90.8125,18,16,2111,1453
346,2013,Hyderabad,19-04-2013,KXIP,SH,KXIP,bat,"Rajiv Gandhi International Stadium, Uppal",SH,94.25,110.7647059,16,17,1508,1883
347,2013,Kolkata,20-04-2013,KKR,CSK,KKR,bat,Eden Gardens,CSK,101.1875,117.2777778,16,18,1619,2111
348,2013,Bangalore,20-04-2013,RR,RCB,RCB,field,M Chinnaswamy Stadium,RCB,109.2777778,112.9375,18,16,1967,1807
349,2013,Delhi,21-04-2013,MI,DD,MI,bat,Feroz Shah Kotla,DD,117.1578947,90.8125,19,16,2226,1453
350,2013,Chandigarh,21-04-2013,PW,KXIP,KXIP,field,"Punjab Cricket Association Stadium, Mohali",KXIP,90.375,94.25,16,16,1446,1508
351,2013,Chennai,22-04-2013,RR,CSK,RR,bat,"MA Chidambaram Stadium, Chepauk",CSK,109.2777778,117.2777778,18,18,1967,2111
352,2013,Bangalore,23-04-2013,RCB,PW,PW,field,M Chinnaswamy Stadium,RCB,112.9375,90.375,16,16,1807,1446
353,2013,Dharamsala,16-05-2013,KXIP,DD,DD,field,Himachal Pradesh Cricket Association Stadium,KXIP,94.25,90.8125,16,16,1508,1453
354,2013,Kolkata,24-04-2013,KKR,MI,KKR,bat,Eden Gardens,MI,101.1875,117.1578947,16,19,1619,2226
355,2013,Chennai,25-04-2013,SH,CSK,SH,bat,"MA Chidambaram Stadium, Chepauk",CSK,110.7647059,117.2777778,17,18,1883,2111
356,2013,Kolkata,26-04-2013,KXIP,KKR,KXIP,bat,Eden Gardens,KKR,94.25,101.1875,16,16,1508,1619
357,2013,Jaipur,27-04-2013,SH,RR,SH,bat,Sawai Mansingh Stadium,RR,110.7647059,109.2777778,17,18,1883,1967
358,2013,Mumbai,27-04-2013,MI,RCB,MI,bat,Wankhede Stadium,MI,117.1578947,112.9375,19,16,2226,1807
359,2013,Chennai,28-04-2013,CSK,KKR,KKR,field,"MA Chidambaram Stadium, Chepauk",CSK,117.2777778,101.1875,18,16,2111,1619
360,2013,Raipur,28-04-2013,DD,PW,PW,field,Shaheed Veer Narayan Singh International Stadium,DD,90.8125,90.375,16,16,1453,1446
361,2013,Jaipur,29-04-2013,RCB,RR,RR,field,Sawai Mansingh Stadium,RR,112.9375,109.2777778,16,18,1807,1967
362,2013,Mumbai,29-04-2013,MI,KXIP,MI,bat,Wankhede Stadium,MI,117.1578947,94.25,19,16,2226,1508
363,2013,Pune,30-04-2013,CSK,PW,CSK,bat,Subrata Roy Sahara Stadium,CSK,117.2777778,90.375,18,16,2111,1446
364,2013,Hyderabad,01-05-2013,MI,SH,MI,bat,"Rajiv Gandhi International Stadium, Uppal",SH,117.1578947,110.7647059,19,17,2226,1883
365,2013,Raipur,01-05-2013,KKR,DD,KKR,bat,Shaheed Veer Narayan Singh International Stadium,DD,101.1875,90.8125,16,16,1619,1453
366,2013,Chennai,02-05-2013,CSK,KXIP,CSK,bat,"MA Chidambaram Stadium, Chepauk",CSK,117.2777778,94.25,18,16,2111,1508
367,2013,Pune,02-05-2013,RCB,PW,RCB,bat,Subrata Roy Sahara Stadium,RCB,112.9375,90.375,16,16,1807,1446
368,2013,Kolkata,03-05-2013,RR,KKR,RR,bat,Eden Gardens,KKR,109.2777778,101.1875,18,16,1967,1619
369,2013,Hyderabad,04-05-2013,DD,SH,DD,bat,"Rajiv Gandhi International Stadium, Uppal",SH,90.8125,110.7647059,16,17,1453,1883
370,2013,Bangalore,14-05-2013,RCB,KXIP,KXIP,field,M Chinnaswamy Stadium,KXIP,112.9375,94.25,16,16,1807,1508
371,2013,Mumbai,05-05-2013,MI,CSK,MI,bat,Wankhede Stadium,MI,117.1578947,117.2777778,19,18,2226,2111
372,2013,Jaipur,05-05-2013,PW,RR,PW,bat,Sawai Mansingh Stadium,RR,90.375,109.2777778,16,18,1446,1967
373,2013,Bangalore,09-04-2013,SH,RCB,SH,bat,M Chinnaswamy Stadium,RCB,110.7647059,112.9375,17,16,1883,1807
374,2013,Jaipur,07-05-2013,DD,RR,DD,bat,Sawai Mansingh Stadium,RR,90.8125,109.2777778,16,18,1453,1967
375,2013,Mumbai,07-05-2013,MI,KKR,MI,bat,Wankhede Stadium,MI,117.1578947,101.1875,19,16,2226,1619
376,2013,Hyderabad,08-05-2013,CSK,SH,SH,field,"Rajiv Gandhi International Stadium, Uppal",CSK,117.2777778,110.7647059,18,17,2111,1883
377,2013,Chandigarh,09-05-2013,KXIP,RR,RR,field,"Punjab Cricket Association Stadium, Mohali",RR,94.25,109.2777778,16,18,1508,1967
378,2013,Pune,09-05-2013,KKR,PW,KKR,bat,Subrata Roy Sahara Stadium,KKR,101.1875,90.375,16,16,1619,1446
379,2013,Delhi,10-05-2013,RCB,DD,DD,field,Feroz Shah Kotla,RCB,112.9375,90.8125,16,16,1807,1453
380,2013,Pune,11-05-2013,PW,MI,PW,bat,Subrata Roy Sahara Stadium,MI,90.375,117.1578947,16,19,1446,2226
381,2013,Chandigarh,11-05-2013,SH,KXIP,KXIP,field,"Punjab Cricket Association Stadium, Mohali",SH,110.7647059,94.25,17,16,1883,1508
382,2013,Ranchi,12-05-2013,RCB,KKR,KKR,field,JSCA International Stadium Complex,KKR,112.9375,101.1875,16,16,1807,1619
383,2013,Jaipur,12-05-2013,CSK,RR,RR,field,Sawai Mansingh Stadium,RR,117.2777778,109.2777778,18,18,2111,1967
384,2013,Delhi,23-04-2013,DD,KXIP,KXIP,field,Feroz Shah Kotla,KXIP,90.8125,94.25,16,16,1453,1508
385,2013,Mumbai,13-05-2013,SH,MI,SH,bat,Wankhede Stadium,MI,110.7647059,117.1578947,17,19,1883,2226
386,2013,Ranchi,15-05-2013,PW,KKR,KKR,field,JSCA International Stadium Complex,PW,90.375,101.1875,16,16,1446,1619
387,2013,Chennai,14-05-2013,CSK,DD,CSK,bat,"MA Chidambaram Stadium, Chepauk",CSK,117.2777778,90.8125,18,16,2111,1453
388,2013,Mumbai,15-05-2013,MI,RR,RR,field,Wankhede Stadium,MI,117.1578947,109.2777778,19,18,2226,1967
389,2013,Chandigarh,06-05-2013,RCB,KXIP,KXIP,field,"Punjab Cricket Association Stadium, Mohali",KXIP,112.9375,94.25,16,16,1807,1508
390,2013,Hyderabad,17-05-2013,SH,RR,SH,bat,"Rajiv Gandhi International Stadium, Uppal",SH,110.7647059,109.2777778,17,18,1883,1967
391,2013,Dharamsala,18-05-2013,KXIP,MI,MI,field,Himachal Pradesh Cricket Association Stadium,KXIP,94.25,117.1578947,16,19,1508,2226
392,2013,Pune,19-05-2013,PW,DD,PW,bat,Subrata Roy Sahara Stadium,PW,90.375,90.8125,16,16,1446,1453
393,2013,Bangalore,18-05-2013,RCB,CSK,CSK,field,M Chinnaswamy Stadium,RCB,112.9375,117.2777778,16,18,1807,2111
